( 1 , 152 ) 3
( 44 , 94 ) 17
( 44 , 490 ) 46
( 44 , 649 ) 34
( 45 , 443 ) 41
( 45 , 76 ) 9
( 45 , 512 ) 12
( 46 , 452 ) 15
( 46 , 482 ) 46
( 46 , 383 ) 3
( 47 , 407 ) 38
( 47 , 530 ) 49
( 47 , 161 ) 18
( 48 , 8 ) 1
( 48 , 163 ) 43
( 48 , 31 ) 21
( 49 , 30 ) 48
( 49 , 527 ) 11
( 49 , 405 ) 17
( 50 , 158 ) 13
( 50 , 394 ) 20
( 50 , 233 ) 11
( 51 , 189 ) 37
( 51 , 616 ) 41
( 51 , 31 ) 27
( 52 , 676 ) 13
( 52 , 437 ) 39
( 52 , 265 ) 42
( 53 , 152 ) 14
( 53 , 241 ) 6
( 53 , 372 ) 10
( 54 , 264 ) 32
( 54 , 528 ) 17
( 54 , 101 ) 13
( 55 , 471 ) 20
( 55 , 520 ) 41
( 55 , 596 ) 13
( 56 , 73 ) 11
( 56 , 643 ) 21
( 56 , 166 ) 6
( 57 , 279 ) 13
( 57 , 563 ) 39
( 57 , 325 ) 28
( 58 , 632 ) 12
( 58 , 424 ) 19
( 58 , 629 ) 28
( 59 , 333 ) 6
( 59 , 613 ) 8
( 59 , 191 ) 9
( 60 , 133 ) 25
( 60 , 622 ) 47
( 60 , 39 ) 13
( 61 , 618 ) 2
( 61 , 430 ) 22
( 61 , 590 ) 42
( 62 , 137 ) 29
( 62 , 26 ) 39
( 62 , 416 ) 31
( 63 , 622 ) 18
( 63 , 616 ) 41
( 63 , 639 ) 49
( 64 , 635 ) 11
( 64 , 564 ) 23
( 64 , 299 ) 39
( 65 , 483 ) 9
( 65 , 192 ) 23
( 65 , 601 ) 34
( 66 , 532 ) 2
( 66 , 254 ) 36
( 66 , 236 ) 33
( 67 , 12 ) 34
( 67 , 197 ) 20
( 67 , 486 ) 41
( 68 , 422 ) 44
( 68 , 336 ) 9
( 68 , 603 ) 36
( 69 , 687 ) 2
( 69 , 232 ) 36
( 69 , 585 ) 30
( 70 , 18 ) 18
( 70 , 107 ) 19
( 70 , 175 ) 5
( 71 , 30 ) 4
( 71 , 262 ) 34
( 71 , 145 ) 14
( 72 , 358 ) 2
( 72 , 228 ) 25
( 72 , 648 ) 13
( 73 , 111 ) 37
( 73 , 220 ) 22
( 73 , 397 ) 46
( 74 , 304 ) 28
( 74 , 611 ) 26
( 74 , 377 ) 10
( 75 , 487 ) 48
( 75 , 519 ) 1
( 75 , 252 ) 7
( 76 , 375 ) 16
( 76 , 526 ) 45
( 76 , 424 ) 10
( 77 , 501 ) 15
( 77 , 530 ) 32
( 77 , 141 ) 45
( 78 , 390 ) 14
( 78 , 494 ) 27
( 78 , 33 ) 21
( 79 , 193 ) 41
( 79 , 249 ) 22
( 79 , 719 ) 15
( 80 , 384 ) 44
( 80 , 246 ) 31
( 80 , 346 ) 17
( 81 , 37 ) 39
( 81 , 30 ) 20
( 81 , 671 ) 27
( 82 , 45 ) 40
( 82 , 231 ) 32
( 82 , 193 ) 30
( 83 , 31 ) 37
( 83 , 637 ) 21
( 83 , 540 ) 11
( 84 , 335 ) 16
( 84 , 378 ) 36
( 84 , 184 ) 15
( 85 , 12 ) 49
( 85 , 514 ) 29
( 85 , 408 ) 32
( 86 , 283 ) 16
( 86 , 229 ) 30
( 86 , 235 ) 21
( 87 , 276 ) 34
( 87 , 356 ) 39
( 87 , 655 ) 29
( 88 , 612 ) 29
( 88 , 711 ) 11
( 88 , 285 ) 23
( 89 , 36 ) 36
( 89 , 545 ) 26
( 89 , 721 ) 43
( 90 , 637 ) 24
( 90 , 636 ) 22
( 90 , 117 ) 7
( 91 , 636 ) 17
( 91 , 402 ) 23
( 91 , 439 ) 12
( 92 , 224 ) 35
( 92 , 526 ) 33
( 92 , 489 ) 47
( 93 , 406 ) 49
( 93 , 495 ) 20
( 93 , 656 ) 43
( 94 , 508 ) 2
( 94 , 455 ) 18
( 94 , 552 ) 25
( 95 , 144 ) 37
( 95 , 658 ) 12
( 95 , 587 ) 43
( 96 , 252 ) 28
( 96 , 398 ) 4
( 96 , 99 ) 23
( 97 , 392 ) 49
( 97 , 434 ) 29
( 97 , 191 ) 24
( 98 , 176 ) 29
( 98 , 418 ) 31
( 98 , 448 ) 16
( 99 , 366 ) 7
( 99 , 383 ) 7
( 99 , 617 ) 18
( 100 , 574 ) 45
( 100 , 253 ) 24
( 100 , 154 ) 45
( 101 , 242 ) 18
( 101 , 231 ) 40
( 101 , 428 ) 41
( 102 , 211 ) 39
( 102 , 79 ) 2
( 102 , 169 ) 50
( 103 , 143 ) 5
( 103 , 82 ) 38
( 103 , 506 ) 21
( 104 , 18 ) 6
( 104 , 153 ) 43
( 104 , 354 ) 50
( 105 , 185 ) 32
( 105 , 462 ) 11
( 105 , 349 ) 11
( 106 , 395 ) 32
( 106 , 129 ) 24
( 106 , 528 ) 20
( 107 , 686 ) 42
( 107 , 130 ) 18
( 107 , 370 ) 15
( 108 , 593 ) 31
( 108 , 336 ) 27
( 108 , 45 ) 37
( 109 , 565 ) 40
( 109 , 462 ) 15
( 109 , 207 ) 39
( 110 , 186 ) 34
( 110 , 548 ) 21
( 110 , 503 ) 35
( 111 , 344 ) 21
( 111 , 558 ) 37
( 111 , 346 ) 34
( 112 , 488 ) 46
( 112 , 137 ) 5
( 112 , 726 ) 32
( 113 , 216 ) 50
( 113 , 353 ) 17
( 113 , 529 ) 32
( 114 , 689 ) 13
( 114 , 22 ) 10
( 114 , 705 ) 16
( 115 , 563 ) 35
( 115 , 467 ) 15
( 115 , 329 ) 11
( 116 , 621 ) 20
( 116 , 573 ) 40
( 116 , 525 ) 19
( 117 , 382 ) 18
( 117 , 584 ) 14
( 117 , 578 ) 8
( 118 , 43 ) 42
( 118 , 177 ) 15
( 118 , 683 ) 22
( 119 , 323 ) 36
( 119 , 467 ) 23
( 119 , 723 ) 21
( 120 , 655 ) 1
( 120 , 335 ) 2
( 120 , 305 ) 29
( 121 , 604 ) 10
( 121 , 370 ) 31
( 121 , 709 ) 6
( 122 , 235 ) 40
( 122 , 25 ) 50
( 122 , 231 ) 12
( 123 , 662 ) 14
( 123 , 478 ) 18
( 123 , 272 ) 36
( 124 , 227 ) 18
( 124 , 699 ) 13
( 124 , 36 ) 2
( 125 , 287 ) 41
( 125 , 657 ) 35
( 125 , 703 ) 6
( 126 , 249 ) 29
( 126 , 412 ) 26
( 126 , 510 ) 33
( 127 , 11 ) 5
( 127 , 371 ) 19
( 127 , 598 ) 47
( 128 , 701 ) 37
( 128 , 415 ) 49
( 128 , 37 ) 22
( 129 , 133 ) 35
( 129 , 289 ) 6
( 129 , 219 ) 11
( 130 , 144 ) 42
( 130 , 247 ) 25
( 130 , 650 ) 27
( 131 , 432 ) 18
( 131 , 206 ) 45
( 131 , 518 ) 18
( 132 , 668 ) 21
( 132 , 718 ) 21
( 132 , 215 ) 21
( 133 , 121 ) 44
( 133 , 679 ) 7
( 133 , 329 ) 22
( 134 , 495 ) 1
( 134 , 123 ) 38
( 134 , 278 ) 38
( 135 , 203 ) 19
( 135 , 23 ) 24
( 135 , 99 ) 7
( 136 , 357 ) 26
( 136 , 426 ) 3
( 136 , 29 ) 34
( 137 , 380 ) 38
( 137 , 68 ) 44
( 137 , 429 ) 37
( 138 , 409 ) 46
( 138 , 336 ) 11
( 138 , 12 ) 33
( 139 , 120 ) 26
( 139 , 583 ) 34
( 139 , 253 ) 46
( 140 , 73 ) 11
( 140 , 361 ) 28
( 140 , 383 ) 3
( 141 , 259 ) 20
( 141 , 484 ) 3
( 141 , 597 ) 29
( 142 , 427 ) 6
( 142 , 411 ) 41
( 142 , 631 ) 27
( 143 , 159 ) 20
( 143 , 342 ) 1
( 143 , 405 ) 15
( 144 , 445 ) 49
( 144 , 38 ) 49
( 144 , 654 ) 49
( 145 , 648 ) 15
( 145 , 648 ) 26
( 145 , 281 ) 48
( 146 , 563 ) 26
( 146 , 716 ) 15
( 146 , 712 ) 37
( 147 , 7 ) 26
( 147 , 594 ) 14
( 147 , 449 ) 50
( 148 , 232 ) 50
( 148 , 221 ) 34
( 148 , 729 ) 6
( 149 , 302 ) 20
( 149 , 328 ) 30
( 149 , 107 ) 35
( 150 , 312 ) 20
( 150 , 166 ) 15
( 150 , 422 ) 28
( 151 , 52 ) 16
( 151 , 577 ) 46
( 151 , 78 ) 40
( 152 , 470 ) 15
( 152 , 476 ) 26
( 152 , 507 ) 16
( 153 , 670 ) 31
( 153 , 25 ) 20
( 153 , 625 ) 42
( 154 , 189 ) 50
( 154 , 299 ) 8
( 154 , 712 ) 41
( 155 , 267 ) 1
( 155 , 598 ) 44
( 155 , 154 ) 48
( 156 , 404 ) 16
( 156 , 408 ) 4
( 156 , 528 ) 40
( 157 , 208 ) 42
( 157 , 167 ) 33
( 157 , 64 ) 41
( 158 , 159 ) 16
( 158 , 601 ) 4
( 158 , 102 ) 48
( 159 , 497 ) 42
( 159 , 274 ) 15
( 159 , 57 ) 43
( 160 , 54 ) 37
( 160 , 263 ) 20
( 160 , 459 ) 25
( 161 , 651 ) 30
( 161 , 504 ) 15
( 161 , 433 ) 50
( 162 , 539 ) 45
( 162 , 96 ) 36
( 162 , 649 ) 24
( 163 , 206 ) 18
( 163 , 254 ) 50
( 163 , 723 ) 35
( 164 , 306 ) 21
( 164 , 299 ) 12
( 164 , 365 ) 22
( 165 , 264 ) 3
( 165 , 168 ) 17
( 165 , 454 ) 12
( 166 , 279 ) 6
( 166 , 358 ) 45
( 166 , 380 ) 40
( 167 , 477 ) 22
( 167 , 709 ) 1
( 167 , 600 ) 49
( 168 , 283 ) 29
( 168 , 70 ) 49
( 168 , 165 ) 18
( 169 , 287 ) 40
( 169 , 691 ) 16
( 169 , 378 ) 10
( 170 , 592 ) 16
( 170 , 308 ) 2
( 170 , 237 ) 34
( 171 , 274 ) 46
( 171 , 422 ) 7
( 171 , 536 ) 9
( 172 , 707 ) 15
( 172 , 2 ) 40
( 172 , 465 ) 9
( 173 , 397 ) 40
( 173 , 677 ) 33
( 173 , 124 ) 46
( 174 , 629 ) 43
( 174 , 230 ) 36
( 174 , 438 ) 50
( 175 , 120 ) 32
( 175 , 406 ) 2
( 175 , 453 ) 14
( 176 , 686 ) 31
( 176 , 424 ) 22
( 176 , 651 ) 36
( 177 , 300 ) 2
( 177 , 373 ) 19
( 177 , 616 ) 4
( 178 , 671 ) 39
( 178 , 653 ) 7
( 178 , 233 ) 7
( 179 , 644 ) 15
( 179 , 324 ) 18
( 179 , 181 ) 32
( 180 , 403 ) 16
( 180 , 212 ) 37
( 180 , 698 ) 5
( 181 , 577 ) 18
( 181 , 44 ) 46
( 181 , 63 ) 6
( 182 , 672 ) 8
( 182 , 562 ) 5
( 182 , 198 ) 21
( 183 , 668 ) 30
( 183 , 132 ) 43
( 183 , 572 ) 23
( 184 , 558 ) 48
( 184 , 367 ) 50
( 184 , 57 ) 1
( 185 , 38 ) 30
( 185 , 494 ) 29
( 185 , 531 ) 29
( 186 , 191 ) 29
( 186 , 671 ) 4
( 186 , 190 ) 36
( 187 , 308 ) 16
( 187 , 244 ) 34
( 187 , 163 ) 46
( 188 , 561 ) 48
( 188 , 685 ) 1
( 188 , 438 ) 22
( 189 , 278 ) 30
( 189 , 158 ) 47
( 189 , 639 ) 39
( 190 , 655 ) 49
( 190 , 575 ) 21
( 190 , 216 ) 12
( 191 , 650 ) 17
( 191 , 612 ) 45
( 191 , 188 ) 47
( 192 , 487 ) 34
( 192 , 7 ) 14
( 192 , 603 ) 24
( 193 , 359 ) 38
( 193 , 93 ) 21
( 193 , 236 ) 13
( 194 , 427 ) 23
( 194 , 11 ) 34
( 194 , 676 ) 45
( 195 , 578 ) 22
( 195 , 116 ) 14
( 195 , 611 ) 1
( 196 , 166 ) 29
( 196 , 172 ) 22
( 196 , 715 ) 19
( 197 , 267 ) 36
( 197 , 626 ) 49
( 197 , 621 ) 14
( 198 , 122 ) 2
( 198 , 481 ) 40
( 198 , 703 ) 47
( 199 , 192 ) 32
( 199 , 303 ) 14
( 199 , 387 ) 41
( 200 , 580 ) 31
( 200 , 602 ) 37
( 200 , 66 ) 22
( 201 , 610 ) 12
( 201 , 685 ) 17
( 201 , 507 ) 50
( 202 , 76 ) 45
( 202 , 85 ) 43
( 202 , 5 ) 26
( 203 , 30 ) 47
( 203 , 725 ) 29
( 203 , 669 ) 44
( 204 , 326 ) 27
( 204 , 540 ) 50
( 204 , 434 ) 5
( 205 , 567 ) 39
( 205 , 233 ) 13
( 205 , 169 ) 38
( 206 , 725 ) 39
( 206 , 536 ) 14
( 206 , 219 ) 21
( 207 , 216 ) 19
( 207 , 400 ) 30
( 207 , 468 ) 40
( 208 , 609 ) 22
( 208 , 74 ) 7
( 208 , 127 ) 41
( 209 , 710 ) 10
( 209 , 176 ) 17
( 209 , 417 ) 15
( 210 , 291 ) 15
( 210 , 89 ) 48
( 210 , 326 ) 8
( 211 , 77 ) 28
( 211 , 109 ) 1
( 211 , 577 ) 13
( 212 , 600 ) 26
( 212 , 473 ) 49
( 212 , 604 ) 17
( 213 , 283 ) 46
( 213 , 374 ) 16
( 213 , 473 ) 35
( 214 , 396 ) 49
( 214 , 431 ) 27
( 214 , 482 ) 46
( 215 , 152 ) 33
( 215 , 313 ) 16
( 215 , 63 ) 6
( 216 , 417 ) 23
( 216 , 202 ) 5
( 216 , 621 ) 11
( 217 , 313 ) 1
( 217 , 344 ) 25
( 217 , 107 ) 8
( 218 , 276 ) 29
( 218 , 6 ) 12
( 218 , 628 ) 9
( 219 , 641 ) 28
( 219 , 666 ) 20
( 219 , 653 ) 34
( 220 , 270 ) 4
( 220 , 66 ) 34
( 220 , 41 ) 41
( 221 , 369 ) 29
( 221 , 612 ) 41
( 221 , 376 ) 40
( 222 , 384 ) 35
( 222 , 348 ) 49
( 222 , 552 ) 19
( 223 , 53 ) 13
( 223 , 482 ) 7
( 223 , 341 ) 24
( 224 , 35 ) 14
( 224 , 641 ) 24
( 224 , 125 ) 45
( 225 , 275 ) 37
( 225 , 531 ) 21
( 225 , 177 ) 25
( 226 , 604 ) 11
( 226 , 385 ) 38
( 226 , 502 ) 17
( 227 , 88 ) 48
( 227 , 379 ) 4
( 227 , 23 ) 11
( 228 , 578 ) 31
( 228 , 288 ) 29
( 228 , 151 ) 5
( 229 , 32 ) 33
( 229 , 720 ) 13
( 229 , 303 ) 49
( 230 , 161 ) 39
( 230 , 533 ) 7
( 230 , 398 ) 46
( 231 , 457 ) 43
( 231 , 195 ) 7
( 231 , 372 ) 11
( 232 , 155 ) 46
( 232 , 315 ) 43
( 232 , 220 ) 19
( 233 , 250 ) 40
( 233 , 98 ) 25
( 233 , 668 ) 22
( 234 , 493 ) 9
( 234 , 201 ) 19
( 234 , 725 ) 47
( 235 , 71 ) 41
( 235 , 35 ) 10
( 235 , 634 ) 30
( 236 , 95 ) 26
( 236 , 646 ) 48
( 236 , 10 ) 48
( 237 , 87 ) 16
( 237 , 72 ) 17
( 237 , 236 ) 41
( 238 , 230 ) 40
( 238 , 56 ) 25
( 238 , 649 ) 24
( 239 , 165 ) 21
( 239 , 362 ) 43
( 239 , 700 ) 48
( 240 , 681 ) 33
( 240 , 267 ) 8
( 240 , 405 ) 1
( 241 , 117 ) 24
( 241 , 319 ) 9
( 241 , 332 ) 27
( 242 , 428 ) 45
( 242 , 281 ) 49
( 242 , 280 ) 6
( 243 , 478 ) 21
( 243 , 19 ) 1
( 243 , 154 ) 30
( 244 , 559 ) 41
( 244 , 437 ) 40
( 244 , 308 ) 2
( 245 , 189 ) 50
( 245 , 157 ) 10
( 245 , 256 ) 35
( 246 , 562 ) 50
( 246 , 26 ) 39
( 246 , 563 ) 19
( 247 , 439 ) 16
( 247 , 531 ) 1
( 247 , 364 ) 42
( 248 , 624 ) 30
( 248 , 710 ) 43
( 248 , 711 ) 8
( 249 , 605 ) 9
( 249 , 595 ) 11
( 249 , 145 ) 41
( 250 , 61 ) 44
( 250 , 358 ) 5
( 250 , 584 ) 7
( 251 , 11 ) 41
( 251 , 582 ) 4
( 251 , 319 ) 11
( 252 , 139 ) 41
( 252 , 279 ) 3
( 252 , 728 ) 39
( 253 , 700 ) 5
( 253 , 434 ) 49
( 253 , 408 ) 36
( 254 , 530 ) 27
( 254 , 314 ) 9
( 254 , 650 ) 45
( 255 , 708 ) 16
( 255 , 93 ) 15
( 255 , 283 ) 7
( 256 , 107 ) 30
( 256 , 42 ) 46
( 256 , 446 ) 13
( 257 , 268 ) 36
( 257 , 103 ) 11
( 257 , 352 ) 38
( 258 , 100 ) 11
( 258 , 460 ) 34
( 258 , 320 ) 13
( 259 , 462 ) 44
( 259 , 633 ) 29
( 259 , 564 ) 45
( 260 , 106 ) 44
( 260 , 401 ) 9
( 260 , 204 ) 1
( 261 , 577 ) 32
( 261 , 189 ) 4
( 261 , 12 ) 19
( 262 , 263 ) 2
( 262 , 213 ) 15
( 262 , 418 ) 10
( 263 , 426 ) 24
( 263 , 697 ) 22
( 263 , 427 ) 4
( 264 , 448 ) 9
( 264 , 727 ) 42
( 264 , 699 ) 27
( 265 , 638 ) 31
( 265 , 273 ) 17
( 265 , 330 ) 13
( 266 , 247 ) 26
( 266 , 5 ) 43
( 266 , 471 ) 33
( 267 , 118 ) 42
( 267 , 121 ) 38
( 267 , 645 ) 24
( 268 , 102 ) 8
( 268 , 33 ) 41
( 268 , 64 ) 36
( 269 , 114 ) 8
( 269 , 658 ) 4
( 269 , 286 ) 36
( 270 , 497 ) 27
( 270 , 51 ) 32
( 270 , 677 ) 45
( 271 , 683 ) 34
( 271 , 709 ) 27
( 271 , 399 ) 28
( 272 , 261 ) 42
( 272 , 439 ) 13
( 272 , 128 ) 12
( 273 , 23 ) 10
( 273 , 571 ) 33
( 273 , 704 ) 6
( 274 , 284 ) 41
( 274 , 720 ) 20
( 274 , 497 ) 34
( 275 , 177 ) 2
( 275 , 545 ) 2
( 275 , 689 ) 6
( 276 , 403 ) 35
( 276 , 724 ) 29
( 276 , 58 ) 12
( 277 , 100 ) 14
( 277 , 37 ) 47
( 277 , 95 ) 14
( 278 , 442 ) 3
( 278 , 20 ) 20
( 278 , 148 ) 37
( 279 , 203 ) 2
( 279 , 507 ) 33
( 279 , 26 ) 15
( 280 , 566 ) 11
( 280 , 628 ) 28
( 280 , 571 ) 38
( 281 , 259 ) 1
( 281 , 504 ) 35
( 281 , 326 ) 3
( 282 , 383 ) 14
( 282 , 630 ) 6
( 282 , 599 ) 23
( 283 , 349 ) 26
( 283 , 475 ) 19
( 283 , 242 ) 44
( 284 , 357 ) 44
( 284 , 550 ) 21
( 284 , 625 ) 46
( 285 , 378 ) 15
( 285 , 411 ) 4
( 285 , 142 ) 19
( 286 , 434 ) 45
( 286 , 337 ) 7
( 286 , 175 ) 48
( 287 , 665 ) 28
( 287 , 74 ) 36
( 287 , 91 ) 42
( 288 , 234 ) 17
( 288 , 700 ) 11
( 288 , 458 ) 35
( 289 , 594 ) 44
( 289 , 245 ) 39
( 289 , 546 ) 28
( 290 , 550 ) 9
( 290 , 665 ) 24
( 290 , 11 ) 23
( 291 , 94 ) 11
( 291 , 700 ) 37
( 291 , 541 ) 50
( 292 , 465 ) 3
( 292 , 574 ) 6
( 292 , 527 ) 45
( 293 , 384 ) 10
( 293 , 543 ) 34
( 293 , 640 ) 46
( 294 , 527 ) 39
( 294 , 366 ) 10
( 294 , 682 ) 43
( 295 , 477 ) 18
( 295 , 247 ) 4
( 295 , 5 ) 46
( 296 , 403 ) 1
( 296 , 132 ) 23
( 296 , 460 ) 20
( 297 , 640 ) 6
( 297 , 565 ) 33
( 297 , 115 ) 41
( 298 , 276 ) 10
( 298 , 722 ) 31
( 298 , 614 ) 19
( 299 , 87 ) 9
( 299 , 257 ) 43
( 299 , 574 ) 18
( 300 , 711 ) 21
( 300 , 363 ) 50
( 300 , 352 ) 5
( 301 , 582 ) 36
( 301 , 107 ) 47
( 301 , 552 ) 8
( 302 , 313 ) 27
( 302 , 631 ) 29
( 302 , 176 ) 1
( 303 , 31 ) 49
( 303 , 713 ) 42
( 303 , 506 ) 22
( 304 , 549 ) 44
( 304 , 370 ) 9
( 304 , 583 ) 26
( 305 , 161 ) 37
( 305 , 541 ) 29
( 305 , 32 ) 49
( 306 , 174 ) 46
( 306 , 512 ) 24
( 306 , 230 ) 24
( 307 , 729 ) 32
( 307 , 224 ) 44
( 307 , 701 ) 28
( 308 , 709 ) 38
( 308 , 74 ) 48
( 308 , 408 ) 44
( 309 , 94 ) 3
( 309 , 309 ) 32
( 309 , 403 ) 4
( 310 , 347 ) 35
( 310 , 630 ) 9
( 310 , 17 ) 28
( 311 , 686 ) 9
( 311 , 456 ) 14
( 311 , 208 ) 47
( 312 , 129 ) 39
( 312 , 609 ) 45
( 312 , 59 ) 32
( 313 , 610 ) 37
( 313 , 403 ) 1
( 313 , 674 ) 22
( 314 , 94 ) 7
( 314 , 35 ) 5
( 314 , 32 ) 3
( 315 , 436 ) 4
( 315 , 594 ) 48
( 315 , 577 ) 35
( 316 , 112 ) 37
( 316 , 456 ) 1
( 316 , 466 ) 6
( 317 , 315 ) 6
( 317 , 178 ) 3
( 317 , 20 ) 45
( 318 , 547 ) 44
( 318 , 121 ) 29
( 318 , 87 ) 6
( 319 , 504 ) 32
( 319 , 561 ) 1
( 319 , 337 ) 46
( 320 , 367 ) 31
( 320 , 530 ) 27
( 320 , 125 ) 21
( 321 , 391 ) 19
( 321 , 12 ) 33
( 321 , 159 ) 49
( 322 , 254 ) 7
( 322 , 281 ) 13
( 322 , 461 ) 21
( 323 , 19 ) 14
( 323 , 132 ) 6
( 323 , 176 ) 23
( 324 , 183 ) 42
( 324 , 413 ) 46
( 324 , 428 ) 45
( 325 , 507 ) 22
( 325 , 139 ) 31
( 325 , 587 ) 15
( 326 , 92 ) 19
( 326 , 653 ) 48
( 326 , 649 ) 33
( 327 , 531 ) 25
( 327 , 653 ) 48
( 327 , 400 ) 2
( 328 , 3 ) 21
( 328 , 47 ) 28
( 328 , 302 ) 18
( 329 , 228 ) 17
( 329 , 58 ) 20
( 329 , 219 ) 40
( 330 , 443 ) 7
( 330 , 279 ) 15
( 330 , 685 ) 12
( 331 , 392 ) 5
( 331 , 60 ) 46
( 331 , 636 ) 20
( 332 , 553 ) 13
( 332 , 618 ) 31
( 332 , 288 ) 27
( 333 , 502 ) 49
( 333 , 379 ) 36
( 333 , 230 ) 37
( 334 , 340 ) 38
( 334 , 140 ) 49
( 334 , 244 ) 9
( 335 , 422 ) 28
( 335 , 64 ) 25
( 335 , 307 ) 35
( 336 , 210 ) 15
( 336 , 301 ) 33
( 336 , 488 ) 27
( 337 , 611 ) 37
( 337 , 71 ) 36
( 337 , 78 ) 21
( 338 , 65 ) 38
( 338 , 605 ) 20
( 338 , 611 ) 24
( 339 , 391 ) 32
( 339 , 275 ) 30
( 339 , 584 ) 49
( 340 , 103 ) 22
( 340 , 601 ) 36
( 340 , 109 ) 44
( 341 , 667 ) 14
( 341 , 123 ) 33
( 341 , 404 ) 50
( 342 , 316 ) 50
( 342 , 267 ) 48
( 342 , 608 ) 40
( 343 , 561 ) 47
( 343 , 63 ) 30
( 343 , 152 ) 23
( 344 , 231 ) 4
( 344 , 232 ) 25
( 344 , 223 ) 17
( 345 , 273 ) 33
( 345 , 276 ) 26
( 345 , 142 ) 6
( 346 , 32 ) 1
( 346 , 243 ) 26
( 346 , 46 ) 24
( 347 , 55 ) 26
( 347 , 657 ) 23
( 347 , 217 ) 49
( 348 , 359 ) 42
( 348 , 720 ) 9
( 348 , 455 ) 27
( 349 , 382 ) 20
( 349 , 446 ) 46
( 349 , 103 ) 40
( 350 , 175 ) 28
( 350 , 332 ) 32
( 350 , 124 ) 28
( 351 , 500 ) 32
( 351 , 32 ) 22
( 351 , 293 ) 50
( 352 , 38 ) 40
( 352 , 525 ) 26
( 352 , 598 ) 11
( 353 , 680 ) 21
( 353 , 109 ) 10
( 353 , 436 ) 41
( 354 , 9 ) 24
( 354 , 427 ) 2
( 354 , 57 ) 16
( 355 , 124 ) 35
( 355 , 282 ) 49
( 355 , 656 ) 24
( 356 , 319 ) 12
( 356 , 711 ) 39
( 356 , 251 ) 25
( 357 , 119 ) 8
( 357 , 446 ) 9
( 357 , 18 ) 32
( 358 , 516 ) 7
( 358 , 423 ) 27
( 358 , 199 ) 21
( 359 , 164 ) 8
