( 1 , 32 ) 23
( 80 , 212 ) 45
( 80 , 204 ) 44
( 81 , 76 ) 32
( 81 , 153 ) 8
( 82 , 200 ) 38
( 82 , 19 ) 37
( 83 , 155 ) 27
( 83 , 213 ) 38
( 84 , 64 ) 12
( 84 , 18 ) 27
( 85 , 38 ) 34
( 85 , 3 ) 1
( 86 , 130 ) 27
( 86 , 33 ) 17
( 87 , 122 ) 36
( 87 , 194 ) 21
( 88 , 158 ) 30
( 88 , 211 ) 1
( 89 , 194 ) 48
( 89 , 117 ) 31
( 90 , 37 ) 11
( 90 , 239 ) 35
( 91 , 32 ) 9
( 91 , 237 ) 25
( 92 , 104 ) 29
( 92 , 163 ) 47
( 93 , 92 ) 1
( 93 , 105 ) 18
( 94 , 109 ) 44
( 94 , 35 ) 30
( 95 , 211 ) 1
( 95 , 172 ) 10
( 96 , 25 ) 40
( 96 , 74 ) 45
( 97 , 88 ) 15
( 97 , 134 ) 39
( 98 , 150 ) 5
( 98 , 62 ) 6
( 99 , 164 ) 6
( 99 , 42 ) 46
( 100 , 48 ) 8
( 100 , 32 ) 44
( 101 , 35 ) 5
( 101 , 73 ) 25
( 102 , 140 ) 45
( 102 , 150 ) 44
( 103 , 114 ) 35
( 103 , 108 ) 48
( 104 , 90 ) 25
( 104 , 220 ) 49
( 105 , 223 ) 29
( 105 , 37 ) 47
( 106 , 52 ) 47
( 106 , 124 ) 5
( 107 , 83 ) 6
( 107 , 85 ) 12
( 108 , 100 ) 2
( 108 , 118 ) 40
( 109 , 18 ) 24
( 109 , 187 ) 41
( 110 , 211 ) 20
( 110 , 104 ) 47
( 111 , 13 ) 31
( 111 , 40 ) 2
( 112 , 95 ) 21
( 112 , 129 ) 12
( 113 , 48 ) 9
( 113 , 202 ) 26
( 114 , 210 ) 21
( 114 , 135 ) 35
( 115 , 61 ) 24
( 115 , 114 ) 8
( 116 , 58 ) 29
( 116 , 197 ) 28
( 117 , 95 ) 16
( 117 , 224 ) 41
( 118 , 53 ) 24
( 118 , 188 ) 3
( 119 , 26 ) 30
( 119 , 151 ) 45
( 120 , 7 ) 47
( 120 , 224 ) 23
( 121 , 164 ) 40
( 121 , 123 ) 4
( 122 , 28 ) 18
( 122 , 109 ) 18
( 123 , 212 ) 42
( 123 , 170 ) 43
( 124 , 22 ) 38
( 124 , 32 ) 42
( 125 , 70 ) 19
( 125 , 51 ) 24
( 126 , 34 ) 9
( 126 , 161 ) 45
( 127 , 25 ) 6
( 127 , 26 ) 20
( 128 , 225 ) 33
( 128 , 58 ) 11
( 129 , 193 ) 34
( 129 , 135 ) 16
( 130 , 147 ) 25
( 130 , 35 ) 20
( 131 , 218 ) 7
( 131 , 34 ) 1
( 132 , 36 ) 45
( 132 , 29 ) 7
( 133 , 1 ) 27
( 133 , 132 ) 27
( 134 , 21 ) 31
( 134 , 181 ) 18
( 135 , 95 ) 14
( 135 , 201 ) 34
( 136 , 198 ) 30
( 136 , 124 ) 13
( 137 , 220 ) 41
( 137 , 46 ) 21
( 138 , 146 ) 26
( 138 , 166 ) 46
( 139 , 162 ) 3
( 139 , 26 ) 5
( 140 , 22 ) 49
( 140 , 191 ) 6
( 141 , 71 ) 24
( 141 , 201 ) 33
( 142 , 72 ) 6
( 142 , 39 ) 40
( 143 , 1 ) 44
( 143 , 51 ) 46
( 144 , 183 ) 17
( 144 , 177 ) 7
( 145 , 209 ) 38
( 145 , 92 ) 20
( 146 , 112 ) 41
( 146 , 112 ) 24
( 147 , 216 ) 41
( 147 , 202 ) 20
( 148 , 28 ) 46
( 148 , 228 ) 26
( 149 , 234 ) 18
( 149 , 26 ) 10
( 150 , 226 ) 36
( 150 , 134 ) 33
( 151 , 4 ) 48
( 151 , 108 ) 25
( 152 , 84 ) 42
( 152 , 128 ) 44
( 153 , 212 ) 23
( 153 , 5 ) 38
( 154 , 3 ) 50
( 154 , 87 ) 9
( 155 , 40 ) 31
( 155 , 20 ) 17
( 156 , 149 ) 32
( 156 , 178 ) 16
( 157 , 154 ) 44
( 157 , 103 ) 37
( 158 , 25 ) 37
( 158 , 50 ) 30
( 159 , 211 ) 30
( 159 , 26 ) 29
( 160 , 87 ) 49
( 160 , 7 ) 15
( 161 , 52 ) 37
( 161 , 56 ) 38
( 162 , 116 ) 41
( 162 , 53 ) 28
( 163 , 185 ) 3
( 163 , 18 ) 9
( 164 , 12 ) 4
( 164 , 66 ) 11
( 165 , 164 ) 36
( 165 , 30 ) 31
( 166 , 130 ) 25
( 166 , 85 ) 5
( 167 , 196 ) 42
( 167 , 201 ) 41
( 168 , 235 ) 33
( 168 , 173 ) 19
( 169 , 28 ) 26
( 169 , 121 ) 11
( 170 , 99 ) 41
( 170 , 51 ) 30
( 171 , 111 ) 32
( 171 , 136 ) 15
( 172 , 201 ) 2
( 172 , 206 ) 8
( 173 , 104 ) 30
( 173 , 56 ) 19
( 174 , 219 ) 48
( 174 , 62 ) 19
( 175 , 165 ) 16
( 175 , 114 ) 35
( 176 , 158 ) 22
( 176 , 240 ) 31
( 177 , 136 ) 31
( 177 , 225 ) 1
( 178 , 67 ) 49
( 178 , 40 ) 8
( 179 , 227 ) 10
( 179 , 87 ) 14
( 180 , 70 ) 37
( 180 , 171 ) 41
( 181 , 236 ) 42
( 181 , 130 ) 34
( 182 , 157 ) 19
( 182 , 37 ) 8
( 183 , 110 ) 5
( 183 , 122 ) 41
( 184 , 35 ) 21
( 184 , 225 ) 30
( 185 , 47 ) 10
( 185 , 34 ) 27
( 186 , 198 ) 13
( 186 , 132 ) 28
( 187 , 129 ) 26
( 187 , 87 ) 38
( 188 , 22 ) 19
( 188 , 102 ) 35
( 189 , 90 ) 4
( 189 , 11 ) 15
( 190 , 74 ) 34
( 190 , 145 ) 38
( 191 , 169 ) 21
( 191 , 21 ) 46
( 192 , 232 ) 42
( 192 , 190 ) 39
( 193 , 175 ) 37
( 193 , 169 ) 36
( 194 , 51 ) 42
( 194 , 38 ) 47
( 195 , 230 ) 6
( 195 , 88 ) 30
( 196 , 108 ) 37
( 196 , 131 ) 41
( 197 , 64 ) 14
( 197 , 206 ) 11
( 198 , 217 ) 2
( 198 , 27 ) 5
( 199 , 21 ) 31
( 199 , 32 ) 47
( 200 , 92 ) 40
( 200 , 148 ) 17
( 201 , 158 ) 16
( 201 , 218 ) 27
( 202 , 109 ) 14
( 202 , 188 ) 26
( 203 , 22 ) 39
( 203 , 61 ) 38
( 204 , 212 ) 31
( 204 , 152 ) 32
( 205 , 141 ) 36
( 205 , 23 ) 10
( 206 , 123 ) 4
( 206 , 132 ) 3
( 207 , 220 ) 46
( 207 , 117 ) 11
( 208 , 81 ) 39
( 208 , 99 ) 35
( 209 , 61 ) 36
( 209 , 180 ) 9
( 210 , 107 ) 7
( 210 , 156 ) 38
( 211 , 54 ) 9
( 211 , 141 ) 1
( 212 , 243 ) 41
( 212 , 49 ) 7
( 213 , 129 ) 50
( 213 , 39 ) 7
( 214 , 43 ) 46
( 214 , 96 ) 33
( 215 , 24 ) 30
( 215 , 156 ) 33
( 216 , 201 ) 41
( 216 , 18 ) 19
( 217 , 181 ) 35
( 217 , 238 ) 47
( 218 , 83 ) 27
( 218 , 89 ) 9
( 219 , 197 ) 24
( 219 , 15 ) 1
( 220 , 18 ) 35
( 220 , 145 ) 19
( 221 , 146 ) 49
( 221 , 45 ) 20
( 222 , 102 ) 20
( 222 , 126 ) 50
( 223 , 65 ) 27
( 223 , 143 ) 47
( 224 , 232 ) 2
( 224 , 181 ) 18
( 225 , 66 ) 30
( 225 , 146 ) 16
( 226 , 114 ) 34
( 226 , 155 ) 45
( 227 , 35 ) 32
( 227 , 95 ) 23
( 228 , 139 ) 3
( 228 , 40 ) 47
( 229 , 7 ) 43
( 229 , 202 ) 44
( 230 , 238 ) 1
( 230 , 2 ) 3
( 231 , 223 ) 29
( 231 , 202 ) 26
( 232 , 34 ) 25
( 232 , 184 ) 43
( 233 , 115 ) 40
( 233 , 120 ) 11
( 234 , 134 ) 34
( 234 , 11 ) 36
( 235 , 98 ) 37
( 235 , 213 ) 48
( 236 , 113 ) 28
( 236 , 88 ) 46
( 237 , 172 ) 25
( 237 , 130 ) 31
( 238 , 57 ) 28
( 238 , 205 ) 46
( 239 , 223 ) 30
( 239 , 191 ) 3
( 240 , 9 ) 42
( 240 , 21 ) 37
( 241 , 83 ) 33
( 241 , 153 ) 5
( 242 , 187 ) 16
( 242 , 103 ) 48
( 243 , 32 ) 6
( 243 , 180 ) 42
