( 1 , 165 ) 25
( 221 , 107 ) 50
( 222 , 174 ) 1
( 222 , 96 ) 42
( 222 , 63 ) 41
( 223 , 127 ) 8
( 223 , 120 ) 33
( 223 , 126 ) 30
( 224 , 34 ) 47
( 224 , 158 ) 33
( 224 , 20 ) 49
( 225 , 68 ) 14
( 225 , 105 ) 5
( 225 , 173 ) 4
( 226 , 132 ) 40
( 226 , 91 ) 34
( 226 , 40 ) 17
( 227 , 203 ) 4
( 227 , 121 ) 24
( 227 , 180 ) 1
( 228 , 183 ) 48
( 228 , 203 ) 1
( 228 , 9 ) 3
( 229 , 77 ) 29
( 229 , 156 ) 29
( 229 , 128 ) 30
( 230 , 10 ) 36
( 230 , 156 ) 48
( 230 , 216 ) 31
( 231 , 231 ) 6
( 231 , 110 ) 36
( 231 , 2 ) 39
( 232 , 147 ) 13
( 232 , 4 ) 25
( 232 , 18 ) 5
( 233 , 87 ) 37
( 233 , 211 ) 8
( 233 , 221 ) 5
( 234 , 95 ) 44
( 234 , 81 ) 16
( 234 , 243 ) 2
( 235 , 218 ) 33
( 235 , 230 ) 44
( 235 , 161 ) 35
( 236 , 223 ) 23
( 236 , 205 ) 24
( 236 , 112 ) 39
( 237 , 142 ) 11
( 237 , 104 ) 26
( 237 , 190 ) 37
( 238 , 6 ) 29
( 238 , 211 ) 27
( 238 , 196 ) 15
( 239 , 21 ) 46
( 239 , 202 ) 44
( 239 , 107 ) 30
( 240 , 28 ) 31
( 240 , 15 ) 3
( 240 , 224 ) 42
( 241 , 23 ) 43
( 241 , 107 ) 38
( 241 , 65 ) 37
( 242 , 125 ) 17
( 242 , 130 ) 21
( 242 , 126 ) 29
( 243 , 168 ) 17
( 243 , 67 ) 48
( 243 , 133 ) 31
