( 1 , 643 ) 12
( 32 , 291 ) 50
( 32 , 328 ) 48
( 32 , 657 ) 42
( 32 , 395 ) 39
( 33 , 565 ) 32
( 33 , 340 ) 26
( 33 , 135 ) 36
( 33 , 457 ) 47
( 34 , 493 ) 44
( 34 , 707 ) 8
( 34 , 722 ) 11
( 34 , 189 ) 12
( 35 , 401 ) 49
( 35 , 658 ) 8
( 35 , 504 ) 13
( 35 , 72 ) 43
( 36 , 671 ) 11
( 36 , 455 ) 12
( 36 , 352 ) 17
( 36 , 564 ) 6
( 37 , 296 ) 25
( 37 , 161 ) 19
( 37 , 235 ) 7
( 37 , 532 ) 40
( 38 , 638 ) 16
( 38 , 437 ) 28
( 38 , 222 ) 2
( 38 , 454 ) 23
( 39 , 248 ) 23
( 39 , 133 ) 28
( 39 , 495 ) 29
( 39 , 520 ) 41
( 40 , 553 ) 3
( 40 , 611 ) 50
( 40 , 302 ) 16
( 40 , 467 ) 29
( 41 , 81 ) 16
( 41 , 118 ) 12
( 41 , 449 ) 50
( 41 , 404 ) 17
( 42 , 24 ) 50
( 42 , 365 ) 6
( 42 , 230 ) 40
( 42 , 420 ) 26
( 43 , 581 ) 42
( 43 , 374 ) 29
( 43 , 675 ) 13
( 43 , 164 ) 33
( 44 , 633 ) 2
( 44 , 429 ) 42
( 44 , 419 ) 30
( 44 , 628 ) 8
( 45 , 602 ) 25
( 45 , 284 ) 44
( 45 , 543 ) 45
( 45 , 251 ) 14
( 46 , 555 ) 36
( 46 , 520 ) 48
( 46 , 505 ) 35
( 46 , 711 ) 26
( 47 , 99 ) 28
( 47 , 195 ) 34
( 47 , 313 ) 37
( 47 , 247 ) 26
( 48 , 226 ) 2
( 48 , 485 ) 41
( 48 , 383 ) 27
( 48 , 237 ) 17
( 49 , 727 ) 26
( 49 , 403 ) 30
( 49 , 54 ) 38
( 49 , 304 ) 30
( 50 , 530 ) 36
( 50 , 679 ) 4
( 50 , 725 ) 21
( 50 , 546 ) 49
( 51 , 534 ) 21
( 51 , 268 ) 35
( 51 , 55 ) 22
( 51 , 606 ) 37
( 52 , 408 ) 43
( 52 , 373 ) 26
( 52 , 485 ) 13
( 52 , 728 ) 33
( 53 , 133 ) 21
( 53 , 656 ) 25
( 53 , 624 ) 10
( 53 , 699 ) 31
( 54 , 79 ) 40
( 54 , 288 ) 17
( 54 , 299 ) 22
( 54 , 545 ) 28
( 55 , 348 ) 7
( 55 , 209 ) 47
( 55 , 278 ) 20
( 55 , 369 ) 21
( 56 , 256 ) 19
( 56 , 123 ) 16
( 56 , 58 ) 38
( 56 , 560 ) 15
( 57 , 294 ) 16
( 57 , 92 ) 42
( 57 , 21 ) 1
( 57 , 282 ) 30
( 58 , 181 ) 24
( 58 , 580 ) 31
( 58 , 50 ) 50
( 58 , 690 ) 19
( 59 , 233 ) 4
( 59 , 33 ) 47
( 59 , 586 ) 16
( 59 , 172 ) 43
( 60 , 459 ) 34
( 60 , 54 ) 20
( 60 , 612 ) 22
( 60 , 436 ) 21
( 61 , 536 ) 46
( 61 , 309 ) 17
( 61 , 229 ) 21
( 61 , 717 ) 42
( 62 , 545 ) 25
( 62 , 305 ) 35
( 62 , 535 ) 30
( 62 , 250 ) 41
( 63 , 488 ) 34
( 63 , 81 ) 30
( 63 , 280 ) 29
( 63 , 560 ) 42
( 64 , 549 ) 28
( 64 , 193 ) 37
( 64 , 401 ) 48
( 64 , 380 ) 19
( 65 , 491 ) 11
( 65 , 502 ) 9
( 65 , 272 ) 46
( 65 , 154 ) 10
( 66 , 376 ) 17
( 66 , 729 ) 8
( 66 , 40 ) 35
( 66 , 701 ) 30
( 67 , 108 ) 44
( 67 , 364 ) 21
( 67 , 72 ) 37
( 67 , 92 ) 10
( 68 , 138 ) 24
( 68 , 237 ) 10
( 68 , 551 ) 47
( 68 , 399 ) 36
( 69 , 49 ) 10
( 69 , 80 ) 2
( 69 , 292 ) 50
( 69 , 256 ) 15
( 70 , 605 ) 33
( 70 , 675 ) 19
( 70 , 304 ) 43
( 70 , 616 ) 33
( 71 , 466 ) 36
( 71 , 641 ) 31
( 71 , 519 ) 10
( 71 , 112 ) 18
( 72 , 632 ) 38
( 72 , 175 ) 19
( 72 , 534 ) 19
( 72 , 516 ) 23
( 73 , 642 ) 45
( 73 , 458 ) 24
( 73 , 458 ) 5
( 73 , 700 ) 12
( 74 , 89 ) 31
( 74 , 21 ) 45
( 74 , 724 ) 23
( 74 , 9 ) 3
( 75 , 207 ) 40
( 75 , 227 ) 47
( 75 , 491 ) 26
( 75 , 634 ) 25
( 76 , 675 ) 26
( 76 , 540 ) 35
( 76 , 437 ) 27
( 76 , 79 ) 20
( 77 , 281 ) 11
( 77 , 423 ) 4
( 77 , 599 ) 17
( 77 , 343 ) 34
( 78 , 101 ) 44
( 78 , 465 ) 3
( 78 , 576 ) 15
( 78 , 441 ) 36
( 79 , 391 ) 4
( 79 , 298 ) 15
( 79 , 158 ) 15
( 79 , 156 ) 46
( 80 , 486 ) 4
( 80 , 699 ) 22
( 80 , 111 ) 1
( 80 , 640 ) 24
( 81 , 233 ) 8
( 81 , 623 ) 15
( 81 , 500 ) 23
( 81 , 242 ) 49
( 82 , 681 ) 24
( 82 , 537 ) 18
( 82 , 328 ) 21
( 82 , 577 ) 49
( 83 , 156 ) 26
( 83 , 316 ) 50
( 83 , 338 ) 24
( 83 , 185 ) 24
( 84 , 583 ) 24
( 84 , 381 ) 16
( 84 , 22 ) 19
( 84 , 159 ) 23
( 85 , 310 ) 47
( 85 , 681 ) 21
( 85 , 554 ) 8
( 85 , 127 ) 50
( 86 , 676 ) 19
( 86 , 547 ) 37
( 86 , 403 ) 13
( 86 , 516 ) 32
( 87 , 212 ) 32
( 87 , 723 ) 46
( 87 , 199 ) 45
( 87 , 712 ) 40
( 88 , 291 ) 16
( 88 , 480 ) 44
( 88 , 440 ) 7
( 88 , 149 ) 15
( 89 , 700 ) 40
( 89 , 549 ) 26
( 89 , 85 ) 26
( 89 , 399 ) 26
( 90 , 433 ) 46
( 90 , 479 ) 34
( 90 , 266 ) 7
( 90 , 414 ) 38
( 91 , 76 ) 2
( 91 , 288 ) 19
( 91 , 134 ) 22
( 91 , 398 ) 49
( 92 , 436 ) 32
( 92 , 106 ) 41
( 92 , 97 ) 43
( 92 , 100 ) 34
( 93 , 249 ) 12
( 93 , 615 ) 41
( 93 , 633 ) 12
( 93 , 18 ) 50
( 94 , 638 ) 1
( 94 , 716 ) 38
( 94 , 27 ) 21
( 94 , 406 ) 5
( 95 , 148 ) 13
( 95 , 252 ) 40
( 95 , 496 ) 47
( 95 , 726 ) 49
( 96 , 722 ) 17
( 96 , 149 ) 47
( 96 , 408 ) 36
( 96 , 174 ) 25
( 97 , 218 ) 9
( 97 , 172 ) 50
( 97 , 593 ) 14
( 97 , 148 ) 5
( 98 , 15 ) 15
( 98 , 508 ) 4
( 98 , 259 ) 8
( 98 , 26 ) 46
( 99 , 324 ) 20
( 99 , 146 ) 10
( 99 , 636 ) 28
( 99 , 390 ) 23
( 100 , 241 ) 17
( 100 , 518 ) 28
( 100 , 449 ) 40
( 100 , 587 ) 38
( 101 , 598 ) 38
( 101 , 296 ) 14
( 101 , 352 ) 32
( 101 , 585 ) 48
( 102 , 247 ) 19
( 102 , 348 ) 23
( 102 , 688 ) 12
( 102 , 172 ) 2
( 103 , 728 ) 35
( 103 , 555 ) 13
( 103 , 594 ) 21
( 103 , 254 ) 50
( 104 , 573 ) 28
( 104 , 681 ) 43
( 104 , 633 ) 32
( 104 , 114 ) 32
( 105 , 150 ) 39
( 105 , 426 ) 15
( 105 , 180 ) 46
( 105 , 378 ) 28
( 106 , 477 ) 37
( 106 , 248 ) 16
( 106 , 264 ) 32
( 106 , 337 ) 48
( 107 , 217 ) 31
( 107 , 276 ) 45
( 107 , 103 ) 16
( 107 , 392 ) 15
( 108 , 499 ) 10
( 108 , 579 ) 20
( 108 , 450 ) 33
( 108 , 425 ) 23
( 109 , 13 ) 19
( 109 , 252 ) 11
( 109 , 189 ) 38
( 109 , 13 ) 15
( 110 , 728 ) 32
( 110 , 697 ) 8
( 110 , 477 ) 33
( 110 , 70 ) 23
( 111 , 22 ) 46
( 111 , 696 ) 9
( 111 , 348 ) 1
( 111 , 354 ) 9
( 112 , 483 ) 23
( 112 , 482 ) 46
( 112 , 693 ) 13
( 112 , 330 ) 48
( 113 , 93 ) 35
( 113 , 593 ) 15
( 113 , 299 ) 3
( 113 , 67 ) 22
( 114 , 411 ) 13
( 114 , 396 ) 32
( 114 , 693 ) 25
( 114 , 394 ) 18
( 115 , 148 ) 18
( 115 , 682 ) 49
( 115 , 20 ) 12
( 115 , 249 ) 47
( 116 , 526 ) 9
( 116 , 364 ) 34
( 116 , 578 ) 44
( 116 , 187 ) 40
( 117 , 450 ) 38
( 117 , 481 ) 34
( 117 , 274 ) 35
( 117 , 405 ) 17
( 118 , 42 ) 5
( 118 , 484 ) 44
( 118 , 670 ) 20
( 118 , 125 ) 34
( 119 , 55 ) 35
( 119 , 159 ) 14
( 119 , 722 ) 20
( 119 , 354 ) 22
( 120 , 14 ) 42
( 120 , 528 ) 1
( 120 , 549 ) 42
( 120 , 223 ) 2
( 121 , 717 ) 33
( 121 , 150 ) 12
( 121 , 526 ) 11
( 121 , 105 ) 13
( 122 , 177 ) 29
( 122 , 464 ) 9
( 122 , 119 ) 28
( 122 , 357 ) 47
( 123 , 164 ) 50
( 123 , 254 ) 10
( 123 , 143 ) 41
( 123 , 193 ) 43
( 124 , 93 ) 46
( 124 , 255 ) 8
( 124 , 203 ) 11
( 124 , 137 ) 29
( 125 , 604 ) 6
( 125 , 89 ) 1
( 125 , 432 ) 10
( 125 , 599 ) 8
( 126 , 253 ) 45
( 126 , 161 ) 31
( 126 , 706 ) 43
( 126 , 705 ) 36
( 127 , 354 ) 45
( 127 , 233 ) 23
( 127 , 188 ) 10
( 127 , 694 ) 19
( 128 , 530 ) 9
( 128 , 647 ) 38
( 128 , 401 ) 50
( 128 , 228 ) 4
( 129 , 160 ) 8
( 129 , 528 ) 46
( 129 , 91 ) 2
( 129 , 271 ) 43
( 130 , 516 ) 6
( 130 , 532 ) 39
( 130 , 337 ) 22
( 130 , 74 ) 8
( 131 , 3 ) 41
( 131 , 491 ) 37
( 131 , 460 ) 28
( 131 , 725 ) 26
( 132 , 665 ) 38
( 132 , 326 ) 14
( 132 , 499 ) 24
( 132 , 194 ) 6
( 133 , 243 ) 37
( 133 , 568 ) 15
( 133 , 102 ) 49
( 133 , 512 ) 19
( 134 , 16 ) 16
( 134 , 672 ) 3
( 134 , 441 ) 21
( 134 , 338 ) 8
( 135 , 64 ) 37
( 135 , 364 ) 34
( 135 , 404 ) 23
( 135 , 629 ) 15
( 136 , 63 ) 15
( 136 , 392 ) 36
( 136 , 282 ) 17
( 136 , 439 ) 17
( 137 , 551 ) 44
( 137 , 512 ) 31
( 137 , 140 ) 3
( 137 , 617 ) 40
( 138 , 255 ) 29
( 138 , 113 ) 31
( 138 , 687 ) 11
( 138 , 398 ) 9
( 139 , 331 ) 29
( 139 , 282 ) 35
( 139 , 728 ) 11
( 139 , 655 ) 15
( 140 , 593 ) 47
( 140 , 269 ) 41
( 140 , 179 ) 8
( 140 , 620 ) 44
( 141 , 211 ) 11
( 141 , 222 ) 29
( 141 , 491 ) 22
( 141 , 515 ) 21
( 142 , 664 ) 45
( 142 , 244 ) 25
( 142 , 42 ) 18
( 142 , 49 ) 18
( 143 , 60 ) 17
( 143 , 345 ) 47
( 143 , 567 ) 7
( 143 , 524 ) 7
( 144 , 15 ) 1
( 144 , 359 ) 23
( 144 , 428 ) 43
( 144 , 487 ) 35
( 145 , 29 ) 49
( 145 , 729 ) 44
( 145 , 557 ) 27
( 145 , 192 ) 46
( 146 , 173 ) 50
( 146 , 670 ) 44
( 146 , 86 ) 27
( 146 , 450 ) 6
( 147 , 193 ) 11
( 147 , 361 ) 26
( 147 , 281 ) 3
( 147 , 594 ) 18
( 148 , 651 ) 10
( 148 , 82 ) 24
( 148 , 417 ) 16
( 148 , 532 ) 30
( 149 , 277 ) 25
( 149 , 581 ) 9
( 149 , 311 ) 19
( 149 , 487 ) 12
( 150 , 161 ) 26
( 150 , 552 ) 16
( 150 , 130 ) 8
( 150 , 589 ) 15
( 151 , 291 ) 11
( 151 , 427 ) 11
( 151 , 150 ) 10
( 151 , 473 ) 9
( 152 , 677 ) 21
( 152 , 26 ) 15
( 152 , 71 ) 5
( 152 , 539 ) 4
( 153 , 722 ) 45
( 153 , 76 ) 11
( 153 , 263 ) 18
( 153 , 616 ) 37
( 154 , 630 ) 23
( 154 , 294 ) 17
( 154 , 714 ) 11
( 154 , 313 ) 44
( 155 , 291 ) 41
( 155 , 384 ) 34
( 155 , 259 ) 40
( 155 , 663 ) 5
( 156 , 573 ) 20
( 156 , 261 ) 1
( 156 , 580 ) 4
( 156 , 268 ) 14
( 157 , 593 ) 40
( 157 , 677 ) 27
( 157 , 75 ) 25
( 157 , 725 ) 46
( 158 , 496 ) 37
( 158 , 625 ) 9
( 158 , 144 ) 39
( 158 , 140 ) 47
( 159 , 210 ) 47
( 159 , 401 ) 21
( 159 , 538 ) 18
( 159 , 151 ) 34
( 160 , 426 ) 36
( 160 , 716 ) 6
( 160 , 174 ) 6
( 160 , 265 ) 20
( 161 , 39 ) 18
( 161 , 564 ) 11
( 161 , 712 ) 40
( 161 , 173 ) 6
( 162 , 179 ) 32
( 162 , 449 ) 45
( 162 , 69 ) 8
( 162 , 605 ) 10
( 163 , 327 ) 18
( 163 , 354 ) 17
( 163 , 725 ) 18
( 163 , 53 ) 49
( 164 , 440 ) 30
( 164 , 113 ) 12
( 164 , 459 ) 31
( 164 , 362 ) 20
( 165 , 163 ) 38
( 165 , 581 ) 18
( 165 , 720 ) 29
( 165 , 489 ) 41
( 166 , 398 ) 23
( 166 , 605 ) 4
( 166 , 632 ) 31
( 166 , 109 ) 32
( 167 , 383 ) 16
( 167 , 482 ) 43
( 167 , 473 ) 30
( 167 , 232 ) 44
( 168 , 317 ) 48
( 168 , 490 ) 8
( 168 , 700 ) 4
( 168 , 448 ) 7
( 169 , 110 ) 24
( 169 , 362 ) 19
( 169 , 715 ) 38
( 169 , 410 ) 46
( 170 , 603 ) 50
( 170 , 30 ) 19
( 170 , 329 ) 9
( 170 , 681 ) 12
( 171 , 346 ) 27
( 171 , 658 ) 29
( 171 , 668 ) 42
( 171 , 416 ) 23
( 172 , 679 ) 19
( 172 , 714 ) 10
( 172 , 77 ) 16
( 172 , 425 ) 31
( 173 , 633 ) 31
( 173 , 55 ) 17
( 173 , 500 ) 16
( 173 , 40 ) 29
( 174 , 398 ) 11
( 174 , 251 ) 17
( 174 , 377 ) 2
( 174 , 100 ) 34
( 175 , 338 ) 27
( 175 , 462 ) 10
( 175 , 576 ) 45
( 175 , 464 ) 7
( 176 , 223 ) 19
( 176 , 706 ) 3
( 176 , 497 ) 35
( 176 , 141 ) 31
( 177 , 529 ) 50
( 177 , 96 ) 13
( 177 , 341 ) 7
( 177 , 376 ) 17
( 178 , 417 ) 28
( 178 , 352 ) 48
( 178 , 451 ) 26
( 178 , 428 ) 42
( 179 , 14 ) 34
( 179 , 532 ) 28
( 179 , 115 ) 39
( 179 , 139 ) 31
( 180 , 717 ) 38
( 180 , 24 ) 16
( 180 , 27 ) 49
( 180 , 263 ) 20
( 181 , 241 ) 34
( 181 , 629 ) 44
( 181 , 348 ) 24
( 181 , 96 ) 30
( 182 , 718 ) 13
( 182 , 472 ) 16
( 182 , 655 ) 5
( 182 , 172 ) 3
( 183 , 642 ) 38
( 183 , 518 ) 1
( 183 , 391 ) 11
( 183 , 101 ) 33
( 184 , 435 ) 3
( 184 , 117 ) 50
( 184 , 184 ) 44
( 184 , 54 ) 35
( 185 , 474 ) 36
( 185 , 10 ) 5
( 185 , 550 ) 9
( 185 , 196 ) 27
( 186 , 55 ) 3
( 186 , 383 ) 22
( 186 , 391 ) 1
( 186 , 697 ) 41
( 187 , 107 ) 25
( 187 , 399 ) 20
( 187 , 242 ) 32
( 187 , 183 ) 11
( 188 , 214 ) 2
( 188 , 576 ) 50
( 188 , 294 ) 4
( 188 , 214 ) 23
( 189 , 632 ) 26
( 189 , 606 ) 49
( 189 , 52 ) 7
( 189 , 153 ) 45
( 190 , 398 ) 21
( 190 , 296 ) 18
( 190 , 250 ) 6
( 190 , 583 ) 37
( 191 , 93 ) 27
( 191 , 515 ) 16
( 191 , 538 ) 14
( 191 , 275 ) 4
( 192 , 130 ) 8
( 192 , 43 ) 15
( 192 , 105 ) 29
( 192 , 697 ) 15
( 193 , 343 ) 3
( 193 , 40 ) 38
( 193 , 646 ) 8
( 193 , 341 ) 5
( 194 , 186 ) 25
( 194 , 55 ) 1
( 194 , 597 ) 28
( 194 , 573 ) 32
( 195 , 324 ) 49
( 195 , 225 ) 10
( 195 , 422 ) 29
( 195 , 320 ) 22
( 196 , 709 ) 7
( 196 , 294 ) 2
( 196 , 706 ) 35
( 196 , 123 ) 24
( 197 , 119 ) 3
( 197 , 57 ) 3
( 197 , 472 ) 36
( 197 , 236 ) 24
( 198 , 350 ) 34
( 198 , 633 ) 40
( 198 , 365 ) 42
( 198 , 664 ) 19
( 199 , 678 ) 3
( 199 , 631 ) 35
( 199 , 451 ) 3
( 199 , 315 ) 50
( 200 , 293 ) 40
( 200 , 696 ) 9
( 200 , 149 ) 5
( 200 , 703 ) 16
( 201 , 5 ) 21
( 201 , 503 ) 22
( 201 , 243 ) 13
( 201 , 207 ) 7
( 202 , 476 ) 50
( 202 , 413 ) 26
( 202 , 335 ) 18
( 202 , 177 ) 5
( 203 , 640 ) 23
( 203 , 397 ) 25
( 203 , 298 ) 4
( 203 , 126 ) 33
( 204 , 516 ) 5
( 204 , 290 ) 25
( 204 , 631 ) 17
( 204 , 253 ) 46
( 205 , 237 ) 27
( 205 , 202 ) 41
( 205 , 702 ) 13
( 205 , 569 ) 19
( 206 , 379 ) 43
( 206 , 476 ) 30
( 206 , 549 ) 14
( 206 , 711 ) 49
( 207 , 504 ) 7
( 207 , 696 ) 40
( 207 , 133 ) 26
( 207 , 549 ) 18
( 208 , 139 ) 40
( 208 , 555 ) 11
( 208 , 623 ) 19
( 208 , 435 ) 15
( 209 , 549 ) 48
( 209 , 531 ) 1
( 209 , 28 ) 23
( 209 , 303 ) 46
( 210 , 136 ) 29
( 210 , 696 ) 23
( 210 , 17 ) 14
( 210 , 125 ) 20
( 211 , 100 ) 17
( 211 , 224 ) 33
( 211 , 700 ) 33
( 211 , 138 ) 16
( 212 , 409 ) 43
( 212 , 602 ) 22
( 212 , 513 ) 21
( 212 , 522 ) 26
( 213 , 63 ) 31
( 213 , 384 ) 33
( 213 , 109 ) 11
( 213 , 449 ) 49
( 214 , 707 ) 10
( 214 , 2 ) 6
( 214 , 584 ) 40
( 214 , 17 ) 26
( 215 , 138 ) 47
( 215 , 155 ) 30
( 215 , 437 ) 2
( 215 , 379 ) 22
( 216 , 577 ) 48
( 216 , 559 ) 35
( 216 , 686 ) 35
( 216 , 22 ) 24
( 217 , 424 ) 20
( 217 , 442 ) 5
( 217 , 343 ) 14
( 217 , 716 ) 13
( 218 , 326 ) 16
( 218 , 490 ) 35
( 218 , 328 ) 26
( 218 , 503 ) 50
( 219 , 98 ) 45
( 219 , 20 ) 12
( 219 , 580 ) 9
( 219 , 551 ) 27
( 220 , 122 ) 4
( 220 , 228 ) 17
( 220 , 525 ) 21
( 220 , 465 ) 14
( 221 , 479 ) 26
( 221 , 364 ) 12
( 221 , 9 ) 16
( 221 , 101 ) 47
( 222 , 408 ) 45
( 222 , 430 ) 21
( 222 , 709 ) 22
( 222 , 335 ) 48
( 223 , 491 ) 2
( 223 , 298 ) 36
( 223 , 639 ) 46
( 223 , 98 ) 43
( 224 , 132 ) 38
( 224 , 536 ) 43
( 224 , 683 ) 1
( 224 , 592 ) 39
( 225 , 29 ) 41
( 225 , 134 ) 24
( 225 , 455 ) 50
( 225 , 497 ) 2
( 226 , 295 ) 46
( 226 , 530 ) 1
( 226 , 224 ) 30
( 226 , 430 ) 17
( 227 , 409 ) 10
( 227 , 554 ) 31
( 227 , 3 ) 3
( 227 , 519 ) 39
( 228 , 502 ) 34
( 228 , 626 ) 28
( 228 , 344 ) 4
( 228 , 656 ) 16
( 229 , 487 ) 26
( 229 , 213 ) 32
( 229 , 536 ) 48
( 229 , 205 ) 49
( 230 , 323 ) 29
( 230 , 443 ) 38
( 230 , 55 ) 47
( 230 , 267 ) 15
( 231 , 708 ) 28
( 231 , 608 ) 38
( 231 , 133 ) 40
( 231 , 528 ) 43
( 232 , 514 ) 1
( 232 , 40 ) 31
( 232 , 539 ) 32
( 232 , 86 ) 5
( 233 , 688 ) 35
( 233 , 618 ) 4
( 233 , 633 ) 9
( 233 , 461 ) 37
( 234 , 364 ) 40
( 234 , 329 ) 49
( 234 , 463 ) 37
( 234 , 67 ) 50
( 235 , 278 ) 28
( 235 , 715 ) 17
( 235 , 144 ) 25
( 235 , 236 ) 7
( 236 , 481 ) 17
( 236 , 104 ) 30
( 236 , 68 ) 10
( 236 , 628 ) 19
( 237 , 239 ) 43
( 237 , 422 ) 13
( 237 , 55 ) 45
( 237 , 367 ) 22
( 238 , 367 ) 3
( 238 , 603 ) 9
( 238 , 206 ) 47
( 238 , 109 ) 26
( 239 , 317 ) 19
( 239 , 149 ) 19
( 239 , 343 ) 50
( 239 , 577 ) 4
( 240 , 138 ) 42
( 240 , 356 ) 12
( 240 , 489 ) 25
( 240 , 362 ) 48
( 241 , 541 ) 39
( 241 , 370 ) 22
( 241 , 180 ) 19
( 241 , 426 ) 31
( 242 , 546 ) 32
( 242 , 658 ) 1
( 242 , 692 ) 40
( 242 , 685 ) 2
( 243 , 134 ) 35
( 243 , 582 ) 6
( 243 , 301 ) 34
( 243 , 276 ) 3
( 244 , 215 ) 18
( 244 , 81 ) 40
( 244 , 252 ) 13
( 244 , 338 ) 24
( 245 , 233 ) 10
( 245 , 297 ) 38
( 245 , 80 ) 27
( 245 , 503 ) 50
( 246 , 614 ) 47
( 246 , 287 ) 17
( 246 , 329 ) 42
( 246 , 574 ) 30
( 247 , 614 ) 33
( 247 , 555 ) 43
( 247 , 49 ) 45
( 247 , 302 ) 40
( 248 , 61 ) 19
( 248 , 310 ) 31
( 248 , 531 ) 44
( 248 , 54 ) 32
( 249 , 331 ) 25
( 249 , 363 ) 22
( 249 , 130 ) 28
( 249 , 479 ) 6
( 250 , 472 ) 26
( 250 , 337 ) 36
( 250 , 212 ) 49
( 250 , 217 ) 50
( 251 , 24 ) 31
( 251 , 429 ) 40
( 251 , 230 ) 2
( 251 , 142 ) 47
( 252 , 93 ) 20
( 252 , 324 ) 14
( 252 , 229 ) 1
( 252 , 705 ) 3
( 253 , 584 ) 20
( 253 , 402 ) 12
( 253 , 510 ) 48
( 253 , 217 ) 1
( 254 , 249 ) 22
( 254 , 710 ) 12
( 254 , 589 ) 34
( 254 , 613 ) 44
( 255 , 397 ) 14
( 255 , 236 ) 26
( 255 , 562 ) 40
( 255 , 69 ) 29
( 256 , 115 ) 7
( 256 , 496 ) 36
( 256 , 207 ) 19
( 256 , 364 ) 3
( 257 , 275 ) 14
( 257 , 570 ) 33
( 257 , 479 ) 46
( 257 , 362 ) 26
( 258 , 191 ) 24
( 258 , 102 ) 43
( 258 , 91 ) 41
( 258 , 702 ) 33
( 259 , 342 ) 48
( 259 , 333 ) 24
( 259 , 648 ) 39
( 259 , 372 ) 48
( 260 , 233 ) 19
( 260 , 140 ) 6
( 260 , 442 ) 30
( 260 , 187 ) 9
( 261 , 333 ) 5
( 261 , 5 ) 36
( 261 , 710 ) 29
( 261 , 118 ) 28
( 262 , 77 ) 20
( 262 , 558 ) 28
( 262 , 114 ) 7
( 262 , 135 ) 16
( 263 , 195 ) 36
( 263 , 59 ) 48
( 263 , 662 ) 17
( 263 , 665 ) 5
( 264 , 630 ) 45
( 264 , 394 ) 38
( 264 , 135 ) 15
( 264 , 580 ) 3
( 265 , 423 ) 27
( 265 , 467 ) 12
( 265 , 112 ) 36
( 265 , 201 ) 15
( 266 , 717 ) 13
( 266 , 229 ) 32
( 266 , 397 ) 42
( 266 , 74 ) 26
( 267 , 405 ) 24
( 267 , 607 ) 17
( 267 , 620 ) 36
( 267 , 505 ) 43
( 268 , 370 ) 17
( 268 , 642 ) 5
( 268 , 334 ) 40
( 268 , 508 ) 26
( 269 , 360 ) 27
( 269 , 400 ) 27
( 269 , 466 ) 22
