( 1 , 89 ) 4
( 51 , 228 ) 7
( 51 , 16 ) 14
( 52 , 163 ) 23
( 52 , 53 ) 45
( 53 , 143 ) 21
( 53 , 218 ) 6
( 54 , 6 ) 39
( 54 , 13 ) 22
( 55 , 152 ) 24
( 55 , 191 ) 2
( 56 , 20 ) 31
( 56 , 199 ) 30
( 57 , 181 ) 4
( 57 , 17 ) 33
( 58 , 165 ) 50
( 58 , 235 ) 28
( 59 , 115 ) 20
( 59 , 56 ) 27
( 60 , 120 ) 43
( 60 , 114 ) 17
( 61 , 214 ) 41
( 61 , 66 ) 32
( 62 , 99 ) 41
( 62 , 210 ) 21
( 63 , 106 ) 4
( 63 , 116 ) 36
( 64 , 86 ) 28
( 64 , 183 ) 23
( 65 , 208 ) 3
( 65 , 213 ) 22
( 66 , 17 ) 17
( 66 , 136 ) 8
( 67 , 228 ) 14
( 67 , 16 ) 10
( 68 , 147 ) 27
( 68 , 117 ) 30
( 69 , 142 ) 42
( 69 , 195 ) 3
( 70 , 90 ) 48
( 70 , 56 ) 23
( 71 , 111 ) 45
( 71 , 131 ) 8
( 72 , 14 ) 41
( 72 , 67 ) 7
( 73 , 145 ) 50
( 73 , 2 ) 3
( 74 , 66 ) 4
( 74 , 3 ) 1
( 75 , 124 ) 34
( 75 , 81 ) 33
( 76 , 11 ) 5
( 76 , 133 ) 9
( 77 , 117 ) 38
( 77 , 9 ) 9
( 78 , 107 ) 34
( 78 , 196 ) 34
( 79 , 130 ) 17
( 79 , 140 ) 18
( 80 , 151 ) 46
( 80 , 90 ) 35
( 81 , 37 ) 46
( 81 , 65 ) 48
( 82 , 17 ) 5
( 82 , 81 ) 29
( 83 , 172 ) 6
( 83 , 38 ) 22
( 84 , 56 ) 39
( 84 , 43 ) 48
( 85 , 108 ) 32
( 85 , 67 ) 29
( 86 , 89 ) 38
( 86 , 100 ) 47
( 87 , 37 ) 46
( 87 , 129 ) 9
( 88 , 34 ) 31
( 88 , 227 ) 11
( 89 , 190 ) 38
( 89 , 86 ) 8
( 90 , 115 ) 49
( 90 , 225 ) 44
( 91 , 239 ) 15
( 91 , 76 ) 17
( 92 , 116 ) 13
( 92 , 163 ) 43
( 93 , 164 ) 12
( 93 , 226 ) 12
( 94 , 26 ) 21
( 94 , 137 ) 28
( 95 , 105 ) 10
( 95 , 170 ) 8
( 96 , 186 ) 48
( 96 , 159 ) 23
( 97 , 21 ) 32
( 97 , 151 ) 28
( 98 , 58 ) 3
( 98 , 232 ) 3
( 99 , 106 ) 42
( 99 , 223 ) 47
( 100 , 190 ) 23
( 100 , 58 ) 10
( 101 , 115 ) 38
( 101 , 145 ) 25
( 102 , 202 ) 13
( 102 , 58 ) 27
( 103 , 71 ) 14
( 103 , 45 ) 31
( 104 , 175 ) 43
( 104 , 69 ) 46
( 105 , 149 ) 47
( 105 , 225 ) 14
( 106 , 232 ) 2
( 106 , 88 ) 31
( 107 , 156 ) 31
( 107 , 109 ) 48
( 108 , 217 ) 33
( 108 , 8 ) 34
( 109 , 154 ) 5
( 109 , 95 ) 3
( 110 , 20 ) 15
( 110 , 157 ) 32
( 111 , 143 ) 37
( 111 , 239 ) 44
( 112 , 179 ) 20
( 112 , 196 ) 45
( 113 , 132 ) 29
( 113 , 189 ) 36
( 114 , 196 ) 50
( 114 , 115 ) 30
( 115 , 68 ) 35
( 115 , 46 ) 20
( 116 , 55 ) 28
( 116 , 140 ) 22
( 117 , 176 ) 14
( 117 , 185 ) 41
( 118 , 74 ) 43
( 118 , 187 ) 46
( 119 , 123 ) 39
( 119 , 49 ) 3
( 120 , 150 ) 1
( 120 , 167 ) 18
( 121 , 205 ) 22
( 121 , 215 ) 39
( 122 , 234 ) 44
( 122 , 94 ) 28
( 123 , 124 ) 35
( 123 , 149 ) 35
( 124 , 28 ) 9
( 124 , 210 ) 50
( 125 , 233 ) 11
( 125 , 238 ) 30
( 126 , 114 ) 9
( 126 , 200 ) 49
( 127 , 44 ) 43
( 127 , 35 ) 14
( 128 , 53 ) 15
( 128 , 185 ) 19
( 129 , 30 ) 12
( 129 , 111 ) 49
( 130 , 10 ) 38
( 130 , 237 ) 30
( 131 , 105 ) 43
( 131 , 132 ) 36
( 132 , 24 ) 35
( 132 , 30 ) 46
( 133 , 84 ) 23
( 133 , 85 ) 33
( 134 , 146 ) 33
( 134 , 193 ) 1
( 135 , 92 ) 46
( 135 , 76 ) 17
( 136 , 187 ) 3
( 136 , 119 ) 50
( 137 , 192 ) 46
( 137 , 87 ) 32
( 138 , 42 ) 40
( 138 , 83 ) 10
( 139 , 117 ) 48
( 139 , 188 ) 50
( 140 , 22 ) 12
( 140 , 86 ) 26
( 141 , 164 ) 36
( 141 , 202 ) 19
( 142 , 193 ) 34
( 142 , 146 ) 20
( 143 , 161 ) 44
( 143 , 5 ) 48
( 144 , 4 ) 50
( 144 , 174 ) 23
( 145 , 211 ) 16
( 145 , 196 ) 40
( 146 , 4 ) 44
( 146 , 125 ) 26
( 147 , 11 ) 13
( 147 , 32 ) 44
( 148 , 51 ) 7
( 148 , 228 ) 7
( 149 , 94 ) 17
( 149 , 12 ) 6
( 150 , 196 ) 20
( 150 , 92 ) 42
( 151 , 56 ) 24
( 151 , 17 ) 36
( 152 , 74 ) 38
( 152 , 220 ) 29
( 153 , 11 ) 12
( 153 , 50 ) 10
( 154 , 238 ) 25
( 154 , 73 ) 24
( 155 , 105 ) 36
( 155 , 231 ) 49
( 156 , 157 ) 12
( 156 , 177 ) 47
( 157 , 168 ) 25
( 157 , 161 ) 34
( 158 , 76 ) 49
( 158 , 218 ) 38
( 159 , 53 ) 22
( 159 , 78 ) 18
( 160 , 197 ) 9
( 160 , 146 ) 3
( 161 , 20 ) 47
( 161 , 20 ) 17
( 162 , 242 ) 5
( 162 , 176 ) 19
( 163 , 112 ) 37
( 163 , 16 ) 6
( 164 , 230 ) 5
( 164 , 196 ) 16
( 165 , 74 ) 14
( 165 , 71 ) 47
( 166 , 48 ) 22
( 166 , 38 ) 17
( 167 , 24 ) 47
( 167 , 218 ) 33
( 168 , 112 ) 34
( 168 , 66 ) 45
( 169 , 20 ) 34
( 169 , 208 ) 39
( 170 , 13 ) 48
( 170 , 183 ) 12
( 171 , 101 ) 3
( 171 , 29 ) 6
( 172 , 214 ) 36
( 172 , 44 ) 11
( 173 , 213 ) 1
( 173 , 184 ) 38
( 174 , 135 ) 2
( 174 , 223 ) 42
( 175 , 72 ) 8
( 175 , 84 ) 41
( 176 , 172 ) 28
( 176 , 151 ) 25
( 177 , 229 ) 27
( 177 , 143 ) 40
( 178 , 88 ) 47
( 178 , 64 ) 27
( 179 , 166 ) 27
( 179 , 157 ) 40
( 180 , 67 ) 32
( 180 , 228 ) 29
( 181 , 206 ) 31
( 181 , 55 ) 43
( 182 , 208 ) 45
( 182 , 83 ) 9
( 183 , 1 ) 37
( 183 , 157 ) 38
( 184 , 220 ) 17
( 184 , 234 ) 1
( 185 , 84 ) 43
( 185 , 209 ) 38
( 186 , 120 ) 7
( 186 , 224 ) 22
( 187 , 108 ) 2
( 187 , 34 ) 9
( 188 , 78 ) 35
( 188 , 192 ) 22
( 189 , 239 ) 8
( 189 , 164 ) 44
( 190 , 114 ) 4
( 190 , 216 ) 6
( 191 , 19 ) 1
( 191 , 123 ) 37
( 192 , 21 ) 24
( 192 , 207 ) 50
( 193 , 185 ) 9
( 193 , 180 ) 50
( 194 , 19 ) 44
( 194 , 148 ) 39
( 195 , 14 ) 45
( 195 , 71 ) 9
( 196 , 141 ) 47
( 196 , 236 ) 26
( 197 , 77 ) 35
( 197 , 30 ) 48
( 198 , 145 ) 8
( 198 , 102 ) 50
( 199 , 240 ) 37
( 199 , 181 ) 25
( 200 , 8 ) 48
( 200 , 150 ) 3
( 201 , 111 ) 33
( 201 , 158 ) 36
( 202 , 28 ) 2
( 202 , 36 ) 29
( 203 , 30 ) 18
( 203 , 72 ) 48
( 204 , 126 ) 17
( 204 , 11 ) 46
( 205 , 47 ) 21
( 205 , 135 ) 28
( 206 , 215 ) 33
( 206 , 209 ) 3
( 207 , 41 ) 31
( 207 , 21 ) 25
( 208 , 13 ) 18
( 208 , 122 ) 11
( 209 , 212 ) 32
( 209 , 164 ) 6
( 210 , 164 ) 22
( 210 , 30 ) 7
( 211 , 179 ) 31
( 211 , 207 ) 11
( 212 , 200 ) 2
( 212 , 27 ) 46
( 213 , 185 ) 42
( 213 , 240 ) 32
( 214 , 197 ) 48
( 214 , 184 ) 7
( 215 , 90 ) 49
( 215 , 12 ) 43
( 216 , 125 ) 20
( 216 , 242 ) 23
( 217 , 208 ) 18
( 217 , 21 ) 37
( 218 , 42 ) 18
( 218 , 85 ) 30
( 219 , 188 ) 21
( 219 , 73 ) 12
( 220 , 168 ) 20
( 220 , 7 ) 20
( 221 , 231 ) 15
( 221 , 62 ) 22
( 222 , 184 ) 2
( 222 , 219 ) 9
( 223 , 108 ) 16
( 223 , 123 ) 5
( 224 , 35 ) 40
( 224 , 84 ) 18
( 225 , 142 ) 34
( 225 , 198 ) 31
( 226 , 27 ) 20
( 226 , 141 ) 17
( 227 , 221 ) 35
( 227 , 11 ) 11
( 228 , 95 ) 40
( 228 , 72 ) 18
( 229 , 81 ) 20
( 229 , 58 ) 17
( 230 , 114 ) 19
( 230 , 205 ) 43
( 231 , 179 ) 17
( 231 , 239 ) 47
( 232 , 217 ) 25
( 232 , 217 ) 1
( 233 , 211 ) 29
( 233 , 71 ) 21
( 234 , 82 ) 18
( 234 , 80 ) 17
( 235 , 35 ) 47
( 235 , 68 ) 25
( 236 , 60 ) 35
( 236 , 227 ) 41
( 237 , 105 ) 32
( 237 , 186 ) 21
( 238 , 185 ) 37
( 238 , 90 ) 12
( 239 , 125 ) 19
( 239 , 13 ) 15
( 240 , 112 ) 30
( 240 , 180 ) 19
( 241 , 187 ) 19
( 241 , 73 ) 50
( 242 , 224 ) 31
( 242 , 84 ) 41
( 243 , 178 ) 30
( 243 , 174 ) 6
