( 1 , 510 ) 11
( 24 , 238 ) 39
( 25 , 96 ) 22
( 25 , 35 ) 26
( 25 , 35 ) 2
( 25 , 623 ) 31
( 26 , 542 ) 14
( 26 , 180 ) 18
( 26 , 190 ) 22
( 26 , 456 ) 1
( 27 , 521 ) 13
( 27 , 552 ) 26
( 27 , 170 ) 10
( 27 , 162 ) 5
( 28 , 542 ) 44
( 28 , 92 ) 24
( 28 , 307 ) 9
( 28 , 369 ) 34
( 29 , 138 ) 11
( 29 , 382 ) 4
( 29 , 662 ) 42
( 29 , 133 ) 30
( 30 , 310 ) 35
( 30 , 724 ) 24
( 30 , 409 ) 2
( 30 , 578 ) 46
( 31 , 180 ) 40
( 31 , 352 ) 9
( 31 , 147 ) 33
( 31 , 606 ) 26
( 32 , 149 ) 32
( 32 , 243 ) 30
( 32 , 621 ) 20
( 32 , 370 ) 27
( 33 , 517 ) 44
( 33 , 437 ) 39
( 33 , 360 ) 43
( 33 , 373 ) 31
( 34 , 217 ) 9
( 34 , 487 ) 22
( 34 , 179 ) 30
( 34 , 592 ) 17
( 35 , 674 ) 50
( 35 , 669 ) 13
( 35 , 374 ) 5
( 35 , 586 ) 27
( 36 , 561 ) 13
( 36 , 464 ) 22
( 36 , 409 ) 36
( 36 , 258 ) 49
( 37 , 447 ) 46
( 37 , 513 ) 35
( 37 , 427 ) 8
( 37 , 637 ) 39
( 38 , 567 ) 23
( 38 , 1 ) 12
( 38 , 536 ) 39
( 38 , 118 ) 46
( 39 , 693 ) 46
( 39 , 282 ) 2
( 39 , 379 ) 4
( 39 , 262 ) 45
( 40 , 372 ) 19
( 40 , 64 ) 43
( 40 , 627 ) 25
( 40 , 25 ) 16
( 41 , 57 ) 35
( 41 , 7 ) 26
( 41 , 694 ) 7
( 41 , 452 ) 40
( 42 , 392 ) 21
( 42 , 381 ) 49
( 42 , 280 ) 18
( 42 , 356 ) 1
( 43 , 568 ) 47
( 43 , 663 ) 20
( 43 , 289 ) 36
( 43 , 568 ) 35
( 44 , 583 ) 29
( 44 , 389 ) 9
( 44 , 106 ) 18
( 44 , 622 ) 16
( 45 , 683 ) 26
( 45 , 202 ) 38
( 45 , 207 ) 32
( 45 , 49 ) 28
( 46 , 586 ) 16
( 46 , 105 ) 25
( 46 , 345 ) 19
( 46 , 407 ) 3
( 47 , 232 ) 12
( 47 , 30 ) 20
( 47 , 149 ) 35
( 47 , 448 ) 8
( 48 , 450 ) 48
( 48 , 229 ) 20
( 48 , 389 ) 38
( 48 , 135 ) 5
( 49 , 128 ) 10
( 49 , 11 ) 44
( 49 , 40 ) 28
( 49 , 581 ) 46
( 50 , 153 ) 25
( 50 , 569 ) 16
( 50 , 121 ) 25
( 50 , 331 ) 44
( 51 , 643 ) 29
( 51 , 63 ) 20
( 51 , 22 ) 15
( 51 , 314 ) 10
( 52 , 181 ) 10
( 52 , 371 ) 13
( 52 , 169 ) 39
( 52 , 454 ) 42
( 53 , 281 ) 39
( 53 , 232 ) 29
( 53 , 633 ) 42
( 53 , 447 ) 26
( 54 , 467 ) 12
( 54 , 533 ) 3
( 54 , 404 ) 7
( 54 , 200 ) 20
( 55 , 140 ) 18
( 55 , 719 ) 44
( 55 , 577 ) 49
( 55 , 48 ) 41
( 56 , 240 ) 27
( 56 , 650 ) 30
( 56 , 121 ) 2
( 56 , 598 ) 6
( 57 , 338 ) 48
( 57 , 640 ) 22
( 57 , 696 ) 6
( 57 , 207 ) 18
( 58 , 428 ) 20
( 58 , 29 ) 4
( 58 , 369 ) 39
( 58 , 208 ) 9
( 59 , 231 ) 24
( 59 , 240 ) 17
( 59 , 209 ) 24
( 59 , 380 ) 18
( 60 , 4 ) 22
( 60 , 566 ) 47
( 60 , 257 ) 3
( 60 , 515 ) 15
( 61 , 555 ) 26
( 61 , 164 ) 44
( 61 , 496 ) 29
( 61 , 688 ) 11
( 62 , 543 ) 4
( 62 , 323 ) 38
( 62 , 18 ) 49
( 62 , 708 ) 14
( 63 , 612 ) 4
( 63 , 249 ) 36
( 63 , 177 ) 50
( 63 , 594 ) 1
( 64 , 528 ) 12
( 64 , 198 ) 27
( 64 , 422 ) 13
( 64 , 197 ) 19
( 65 , 679 ) 13
( 65 , 244 ) 16
( 65 , 208 ) 44
( 65 , 508 ) 11
( 66 , 339 ) 45
( 66 , 233 ) 29
( 66 , 614 ) 18
( 66 , 680 ) 22
( 67 , 502 ) 9
( 67 , 688 ) 18
( 67 , 267 ) 40
( 67 , 207 ) 28
( 68 , 319 ) 30
( 68 , 711 ) 38
( 68 , 449 ) 13
( 68 , 528 ) 26
( 69 , 135 ) 24
( 69 , 17 ) 1
( 69 , 539 ) 1
( 69 , 664 ) 45
( 70 , 147 ) 21
( 70 , 503 ) 3
( 70 , 522 ) 29
( 70 , 647 ) 5
( 71 , 150 ) 1
( 71 , 508 ) 28
( 71 , 104 ) 9
( 71 , 243 ) 30
( 72 , 330 ) 31
( 72 , 241 ) 14
( 72 , 84 ) 47
( 72 , 249 ) 25
( 73 , 28 ) 36
( 73 , 473 ) 38
( 73 , 70 ) 41
( 73 , 55 ) 28
( 74 , 84 ) 20
( 74 , 158 ) 23
( 74 , 101 ) 19
( 74 , 562 ) 43
( 75 , 58 ) 25
( 75 , 626 ) 43
( 75 , 722 ) 43
( 75 , 387 ) 4
( 76 , 389 ) 35
( 76 , 234 ) 30
( 76 , 442 ) 3
( 76 , 525 ) 29
( 77 , 336 ) 5
( 77 , 154 ) 32
( 77 , 208 ) 1
( 77 , 689 ) 43
( 78 , 379 ) 9
( 78 , 186 ) 39
( 78 , 531 ) 12
( 78 , 501 ) 30
( 79 , 370 ) 29
( 79 , 163 ) 34
( 79 , 257 ) 15
( 79 , 449 ) 36
( 80 , 544 ) 4
( 80 , 417 ) 44
( 80 , 399 ) 32
( 80 , 305 ) 4
( 81 , 566 ) 15
( 81 , 331 ) 13
( 81 , 51 ) 13
( 81 , 138 ) 42
( 82 , 245 ) 49
( 82 , 549 ) 3
( 82 , 608 ) 48
( 82 , 622 ) 49
( 83 , 69 ) 48
( 83 , 278 ) 14
( 83 , 371 ) 47
( 83 , 361 ) 30
( 84 , 445 ) 1
( 84 , 331 ) 1
( 84 , 240 ) 46
( 84 , 193 ) 34
( 85 , 555 ) 43
( 85 , 556 ) 39
( 85 , 173 ) 21
( 85 , 655 ) 15
( 86 , 573 ) 13
( 86 , 290 ) 36
( 86 , 573 ) 45
( 86 , 442 ) 4
( 87 , 541 ) 39
( 87 , 375 ) 14
( 87 , 372 ) 38
( 87 , 174 ) 30
( 88 , 113 ) 43
( 88 , 637 ) 19
( 88 , 123 ) 31
( 88 , 186 ) 39
( 89 , 440 ) 46
( 89 , 83 ) 34
( 89 , 262 ) 28
( 89 , 93 ) 22
( 90 , 326 ) 17
( 90 , 344 ) 31
( 90 , 578 ) 13
( 90 , 366 ) 17
( 91 , 593 ) 24
( 91 , 323 ) 20
( 91 , 396 ) 15
( 91 , 719 ) 26
( 92 , 481 ) 12
( 92 , 391 ) 32
( 92 , 231 ) 7
( 92 , 366 ) 10
( 93 , 611 ) 43
( 93 , 129 ) 41
( 93 , 719 ) 19
( 93 , 146 ) 42
( 94 , 295 ) 27
( 94 , 693 ) 19
( 94 , 31 ) 10
( 94 , 226 ) 31
( 95 , 128 ) 50
( 95 , 462 ) 2
( 95 , 418 ) 32
( 95 , 144 ) 33
( 96 , 662 ) 19
( 96 , 464 ) 11
( 96 , 621 ) 35
( 96 , 171 ) 27
( 97 , 335 ) 29
( 97 , 193 ) 25
( 97 , 399 ) 21
( 97 , 406 ) 40
( 98 , 107 ) 31
( 98 , 326 ) 43
( 98 , 404 ) 4
( 98 , 598 ) 41
( 99 , 654 ) 11
( 99 , 252 ) 50
( 99 , 324 ) 42
( 99 , 214 ) 36
( 100 , 32 ) 1
( 100 , 153 ) 14
( 100 , 569 ) 7
( 100 , 693 ) 16
( 101 , 667 ) 28
( 101 , 276 ) 38
( 101 , 254 ) 39
( 101 , 550 ) 19
( 102 , 375 ) 47
( 102 , 162 ) 26
( 102 , 163 ) 5
( 102 , 27 ) 13
( 103 , 439 ) 12
( 103 , 203 ) 41
( 103 , 714 ) 4
( 103 , 703 ) 23
( 104 , 481 ) 24
( 104 , 611 ) 36
( 104 , 685 ) 6
( 104 , 156 ) 14
( 105 , 660 ) 24
( 105 , 121 ) 48
( 105 , 535 ) 41
( 105 , 414 ) 49
( 106 , 588 ) 7
( 106 , 127 ) 3
( 106 , 715 ) 25
( 106 , 133 ) 49
( 107 , 271 ) 20
( 107 , 672 ) 24
( 107 , 681 ) 8
( 107 , 52 ) 14
( 108 , 515 ) 1
( 108 , 577 ) 27
( 108 , 108 ) 15
( 108 , 514 ) 6
( 109 , 467 ) 34
( 109 , 668 ) 47
( 109 , 597 ) 21
( 109 , 685 ) 7
( 110 , 455 ) 18
( 110 , 689 ) 33
( 110 , 387 ) 14
( 110 , 363 ) 36
( 111 , 357 ) 27
( 111 , 337 ) 32
( 111 , 612 ) 7
( 111 , 429 ) 22
( 112 , 391 ) 17
( 112 , 643 ) 35
( 112 , 112 ) 23
( 112 , 310 ) 34
( 113 , 568 ) 15
( 113 , 443 ) 28
( 113 , 476 ) 22
( 113 , 641 ) 37
( 114 , 90 ) 35
( 114 , 563 ) 43
( 114 , 410 ) 36
( 114 , 394 ) 32
( 115 , 580 ) 26
( 115 , 457 ) 32
( 115 , 190 ) 28
( 115 , 517 ) 9
( 116 , 8 ) 26
( 116 , 558 ) 31
( 116 , 387 ) 50
( 116 , 282 ) 22
( 117 , 212 ) 3
( 117 , 594 ) 20
( 117 , 118 ) 43
( 117 , 445 ) 37
( 118 , 558 ) 21
( 118 , 350 ) 47
( 118 , 468 ) 17
( 118 , 681 ) 17
( 119 , 425 ) 32
( 119 , 607 ) 35
( 119 , 429 ) 29
( 119 , 468 ) 41
( 120 , 176 ) 39
( 120 , 505 ) 41
( 120 , 611 ) 28
( 120 , 565 ) 34
( 121 , 470 ) 49
( 121 , 583 ) 40
( 121 , 222 ) 14
( 121 , 385 ) 8
( 122 , 341 ) 18
( 122 , 502 ) 29
( 122 , 193 ) 42
( 122 , 269 ) 21
( 123 , 292 ) 39
( 123 , 175 ) 14
( 123 , 107 ) 12
( 123 , 630 ) 37
( 124 , 655 ) 28
( 124 , 329 ) 7
( 124 , 372 ) 17
( 124 , 720 ) 2
( 125 , 449 ) 7
( 125 , 344 ) 7
( 125 , 598 ) 28
( 125 , 142 ) 4
( 126 , 365 ) 15
( 126 , 444 ) 25
( 126 , 552 ) 28
( 126 , 697 ) 9
( 127 , 219 ) 42
( 127 , 404 ) 48
( 127 , 174 ) 42
( 127 , 52 ) 5
( 128 , 658 ) 30
( 128 , 492 ) 8
( 128 , 593 ) 33
( 128 , 434 ) 28
( 129 , 355 ) 4
( 129 , 313 ) 44
( 129 , 309 ) 2
( 129 , 172 ) 33
( 130 , 429 ) 8
( 130 , 69 ) 26
( 130 , 309 ) 33
( 130 , 488 ) 38
( 131 , 467 ) 22
( 131 , 123 ) 38
( 131 , 651 ) 26
( 131 , 673 ) 17
( 132 , 535 ) 22
( 132 , 355 ) 45
( 132 , 69 ) 30
( 132 , 130 ) 2
( 133 , 577 ) 35
( 133 , 666 ) 44
( 133 , 482 ) 2
( 133 , 435 ) 21
( 134 , 592 ) 12
( 134 , 467 ) 41
( 134 , 366 ) 13
( 134 , 585 ) 14
( 135 , 280 ) 43
( 135 , 125 ) 18
( 135 , 200 ) 17
( 135 , 291 ) 2
( 136 , 164 ) 14
( 136 , 550 ) 7
( 136 , 311 ) 50
( 136 , 505 ) 14
( 137 , 488 ) 46
( 137 , 552 ) 34
( 137 , 44 ) 3
( 137 , 139 ) 15
( 138 , 514 ) 28
( 138 , 317 ) 16
( 138 , 40 ) 34
( 138 , 558 ) 15
( 139 , 546 ) 30
( 139 , 176 ) 28
( 139 , 198 ) 13
( 139 , 397 ) 28
( 140 , 372 ) 23
( 140 , 719 ) 28
( 140 , 668 ) 13
( 140 , 3 ) 44
( 141 , 413 ) 8
( 141 , 428 ) 13
( 141 , 19 ) 8
( 141 , 106 ) 50
( 142 , 189 ) 26
( 142 , 261 ) 35
( 142 , 94 ) 5
( 142 , 137 ) 19
( 143 , 223 ) 19
( 143 , 584 ) 9
( 143 , 515 ) 24
( 143 , 491 ) 44
( 144 , 207 ) 49
( 144 , 281 ) 4
( 144 , 362 ) 37
( 144 , 255 ) 40
( 145 , 204 ) 40
( 145 , 416 ) 17
( 145 , 654 ) 33
( 145 , 663 ) 10
( 146 , 523 ) 47
( 146 , 607 ) 34
( 146 , 435 ) 16
( 146 , 555 ) 25
( 147 , 132 ) 43
( 147 , 630 ) 7
( 147 , 313 ) 38
( 147 , 48 ) 24
( 148 , 394 ) 49
( 148 , 504 ) 31
( 148 , 716 ) 17
( 148 , 23 ) 3
( 149 , 84 ) 33
( 149 , 414 ) 34
( 149 , 608 ) 20
( 149 , 615 ) 19
( 150 , 603 ) 33
( 150 , 52 ) 32
( 150 , 229 ) 1
( 150 , 255 ) 39
( 151 , 625 ) 7
( 151 , 63 ) 34
( 151 , 52 ) 4
( 151 , 268 ) 6
( 152 , 571 ) 28
( 152 , 322 ) 7
( 152 , 195 ) 8
( 152 , 344 ) 4
( 153 , 533 ) 47
( 153 , 59 ) 4
( 153 , 718 ) 42
( 153 , 424 ) 37
( 154 , 578 ) 1
( 154 , 606 ) 25
( 154 , 703 ) 21
( 154 , 22 ) 49
( 155 , 86 ) 35
( 155 , 595 ) 43
( 155 , 177 ) 48
( 155 , 179 ) 35
( 156 , 595 ) 49
( 156 , 558 ) 17
( 156 , 675 ) 11
( 156 , 261 ) 17
( 157 , 138 ) 48
( 157 , 185 ) 40
( 157 , 310 ) 32
( 157 , 708 ) 9
( 158 , 90 ) 30
( 158 , 410 ) 39
( 158 , 153 ) 33
( 158 , 693 ) 46
( 159 , 260 ) 8
( 159 , 69 ) 6
( 159 , 278 ) 8
( 159 , 422 ) 27
( 160 , 620 ) 40
( 160 , 276 ) 34
( 160 , 445 ) 22
( 160 , 287 ) 20
( 161 , 6 ) 17
( 161 , 710 ) 37
( 161 , 43 ) 33
( 161 , 676 ) 18
( 162 , 570 ) 10
( 162 , 294 ) 23
( 162 , 434 ) 21
( 162 , 381 ) 9
( 163 , 121 ) 18
( 163 , 404 ) 28
( 163 , 624 ) 2
( 163 , 232 ) 29
( 164 , 476 ) 21
( 164 , 618 ) 29
( 164 , 550 ) 13
( 164 , 403 ) 26
( 165 , 46 ) 11
( 165 , 526 ) 31
( 165 , 523 ) 2
( 165 , 352 ) 33
( 166 , 135 ) 28
( 166 , 102 ) 12
( 166 , 432 ) 32
( 166 , 167 ) 6
( 167 , 472 ) 4
( 167 , 380 ) 5
( 167 , 51 ) 43
( 167 , 532 ) 49
( 168 , 176 ) 9
( 168 , 126 ) 35
( 168 , 562 ) 23
( 168 , 672 ) 19
( 169 , 420 ) 30
( 169 , 411 ) 42
( 169 , 123 ) 5
( 169 , 719 ) 23
( 170 , 4 ) 47
( 170 , 143 ) 28
( 170 , 331 ) 41
( 170 , 521 ) 37
( 171 , 259 ) 17
( 171 , 663 ) 49
( 171 , 70 ) 19
( 171 , 69 ) 41
( 172 , 29 ) 33
( 172 , 75 ) 14
( 172 , 38 ) 11
( 172 , 516 ) 37
( 173 , 244 ) 7
( 173 , 230 ) 10
( 173 , 39 ) 38
( 173 , 587 ) 49
( 174 , 343 ) 23
( 174 , 428 ) 9
( 174 , 411 ) 14
( 174 , 618 ) 23
( 175 , 109 ) 33
( 175 , 278 ) 45
( 175 , 108 ) 46
( 175 , 668 ) 16
( 176 , 714 ) 30
( 176 , 92 ) 34
( 176 , 488 ) 40
( 176 , 244 ) 17
( 177 , 307 ) 33
( 177 , 390 ) 44
( 177 , 689 ) 24
( 177 , 345 ) 40
( 178 , 117 ) 13
( 178 , 129 ) 21
( 178 , 715 ) 1
( 178 , 407 ) 6
( 179 , 214 ) 43
( 179 , 172 ) 29
( 179 , 154 ) 6
( 179 , 591 ) 2
( 180 , 251 ) 16
( 180 , 199 ) 15
( 180 , 638 ) 24
( 180 , 288 ) 21
( 181 , 241 ) 28
( 181 , 120 ) 43
( 181 , 218 ) 50
( 181 , 542 ) 25
( 182 , 45 ) 28
( 182 , 193 ) 5
( 182 , 618 ) 11
( 182 , 34 ) 32
( 183 , 442 ) 46
( 183 , 269 ) 7
( 183 , 111 ) 22
( 183 , 447 ) 17
( 184 , 600 ) 22
( 184 , 194 ) 32
( 184 , 401 ) 47
( 184 , 396 ) 11
( 185 , 5 ) 41
( 185 , 72 ) 22
( 185 , 360 ) 26
( 185 , 351 ) 39
( 186 , 413 ) 12
( 186 , 689 ) 32
( 186 , 63 ) 45
( 186 , 385 ) 47
( 187 , 118 ) 38
( 187 , 265 ) 22
( 187 , 672 ) 31
( 187 , 164 ) 46
( 188 , 369 ) 5
( 188 , 343 ) 10
( 188 , 551 ) 3
( 188 , 479 ) 2
( 189 , 547 ) 29
( 189 , 523 ) 16
( 189 , 654 ) 29
( 189 , 529 ) 20
( 190 , 343 ) 19
( 190 , 659 ) 39
( 190 , 436 ) 4
( 190 , 392 ) 18
( 191 , 318 ) 44
( 191 , 365 ) 3
( 191 , 68 ) 44
( 191 , 595 ) 45
( 192 , 653 ) 47
( 192 , 725 ) 15
( 192 , 207 ) 10
( 192 , 603 ) 48
( 193 , 195 ) 32
( 193 , 32 ) 32
( 193 , 397 ) 10
( 193 , 493 ) 42
( 194 , 709 ) 14
( 194 , 379 ) 47
( 194 , 155 ) 45
( 194 , 419 ) 50
( 195 , 339 ) 47
( 195 , 510 ) 17
( 195 , 349 ) 3
( 195 , 454 ) 6
( 196 , 650 ) 12
( 196 , 318 ) 11
( 196 , 623 ) 2
( 196 , 120 ) 20
( 197 , 561 ) 33
( 197 , 652 ) 29
( 197 , 447 ) 1
( 197 , 478 ) 14
( 198 , 532 ) 42
( 198 , 593 ) 36
( 198 , 431 ) 24
( 198 , 334 ) 15
( 199 , 353 ) 27
( 199 , 344 ) 47
( 199 , 334 ) 12
( 199 , 72 ) 42
( 200 , 621 ) 43
( 200 , 137 ) 3
( 200 , 85 ) 4
( 200 , 33 ) 28
( 201 , 524 ) 23
( 201 , 459 ) 18
( 201 , 111 ) 43
( 201 , 109 ) 2
( 202 , 547 ) 24
( 202 , 363 ) 48
( 202 , 235 ) 23
( 202 , 91 ) 43
( 203 , 245 ) 11
( 203 , 53 ) 34
( 203 , 440 ) 20
( 203 , 594 ) 33
( 204 , 321 ) 41
( 204 , 207 ) 29
( 204 , 474 ) 5
( 204 , 664 ) 14
( 205 , 100 ) 44
( 205 , 181 ) 32
( 205 , 686 ) 9
( 205 , 665 ) 36
( 206 , 291 ) 10
( 206 , 603 ) 1
( 206 , 676 ) 5
( 206 , 418 ) 46
( 207 , 48 ) 15
( 207 , 254 ) 3
( 207 , 187 ) 36
( 207 , 335 ) 48
( 208 , 598 ) 37
( 208 , 218 ) 1
( 208 , 632 ) 40
( 208 , 347 ) 45
( 209 , 216 ) 26
( 209 , 360 ) 5
( 209 , 651 ) 27
( 209 , 486 ) 39
( 210 , 435 ) 29
( 210 , 620 ) 31
( 210 , 624 ) 21
( 210 , 92 ) 21
( 211 , 239 ) 24
( 211 , 648 ) 31
( 211 , 471 ) 28
( 211 , 719 ) 9
( 212 , 414 ) 5
( 212 , 476 ) 11
( 212 , 148 ) 17
( 212 , 377 ) 23
( 213 , 57 ) 18
( 213 , 548 ) 45
( 213 , 509 ) 9
( 213 , 292 ) 33
( 214 , 375 ) 18
( 214 , 149 ) 45
( 214 , 281 ) 25
( 214 , 88 ) 7
( 215 , 57 ) 27
( 215 , 564 ) 17
( 215 , 711 ) 17
( 215 , 306 ) 6
( 216 , 404 ) 1
( 216 , 224 ) 42
( 216 , 679 ) 11
( 216 , 22 ) 18
( 217 , 375 ) 23
( 217 , 728 ) 22
( 217 , 19 ) 44
( 217 , 197 ) 25
( 218 , 606 ) 47
( 218 , 162 ) 48
( 218 , 528 ) 12
( 218 , 79 ) 10
( 219 , 456 ) 46
( 219 , 676 ) 11
( 219 , 203 ) 8
( 219 , 690 ) 18
( 220 , 83 ) 39
( 220 , 591 ) 31
( 220 , 107 ) 39
( 220 , 56 ) 21
( 221 , 214 ) 28
( 221 , 623 ) 33
( 221 , 201 ) 13
( 221 , 363 ) 15
( 222 , 425 ) 11
( 222 , 567 ) 21
( 222 , 46 ) 37
( 222 , 519 ) 22
( 223 , 574 ) 46
( 223 , 594 ) 37
( 223 , 454 ) 27
( 223 , 712 ) 41
( 224 , 59 ) 45
( 224 , 410 ) 48
( 224 , 21 ) 13
( 224 , 720 ) 25
( 225 , 261 ) 27
( 225 , 569 ) 25
( 225 , 20 ) 29
( 225 , 419 ) 49
( 226 , 185 ) 16
( 226 , 427 ) 46
( 226 , 306 ) 18
( 226 , 670 ) 21
( 227 , 534 ) 3
( 227 , 471 ) 49
( 227 , 584 ) 5
( 227 , 715 ) 43
( 228 , 434 ) 41
( 228 , 288 ) 37
( 228 , 354 ) 7
( 228 , 79 ) 13
( 229 , 41 ) 46
( 229 , 459 ) 32
( 229 , 431 ) 29
( 229 , 79 ) 30
( 230 , 466 ) 33
( 230 , 587 ) 39
( 230 , 504 ) 36
( 230 , 464 ) 7
( 231 , 27 ) 40
( 231 , 122 ) 24
( 231 , 501 ) 5
( 231 , 476 ) 9
( 232 , 111 ) 43
( 232 , 723 ) 40
( 232 , 369 ) 40
( 232 , 113 ) 32
( 233 , 139 ) 37
( 233 , 73 ) 8
( 233 , 113 ) 31
( 233 , 601 ) 46
( 234 , 61 ) 41
( 234 , 354 ) 7
( 234 , 586 ) 14
( 234 , 63 ) 47
( 235 , 570 ) 6
( 235 , 599 ) 11
( 235 , 682 ) 31
( 235 , 583 ) 16
( 236 , 622 ) 43
( 236 , 417 ) 22
( 236 , 624 ) 41
( 236 , 590 ) 21
( 237 , 13 ) 29
( 237 , 348 ) 27
( 237 , 683 ) 47
( 237 , 483 ) 39
( 238 , 177 ) 48
( 238 , 125 ) 40
( 238 , 341 ) 38
( 238 , 406 ) 14
( 239 , 218 ) 11
( 239 , 617 ) 29
( 239 , 130 ) 4
( 239 , 325 ) 4
( 240 , 692 ) 1
( 240 , 35 ) 34
( 240 , 132 ) 34
( 240 , 668 ) 37
( 241 , 73 ) 48
( 241 , 506 ) 46
( 241 , 681 ) 2
( 241 , 461 ) 4
( 242 , 161 ) 40
( 242 , 33 ) 48
( 242 , 268 ) 39
( 242 , 407 ) 16
( 243 , 275 ) 30
( 243 , 666 ) 41
( 243 , 678 ) 1
( 243 , 537 ) 39
( 244 , 183 ) 30
( 244 , 713 ) 15
( 244 , 155 ) 42
( 244 , 433 ) 5
( 245 , 331 ) 48
( 245 , 307 ) 16
( 245 , 167 ) 13
( 245 , 701 ) 39
( 246 , 312 ) 32
( 246 , 25 ) 46
( 246 , 51 ) 8
( 246 , 520 ) 47
( 247 , 192 ) 46
( 247 , 361 ) 44
( 247 , 424 ) 30
( 247 , 678 ) 1
( 248 , 16 ) 45
( 248 , 481 ) 2
( 248 , 294 ) 26
( 248 , 56 ) 20
( 249 , 364 ) 25
( 249 , 601 ) 50
( 249 , 418 ) 42
( 249 , 67 ) 10
( 250 , 570 ) 1
( 250 , 553 ) 50
( 250 , 16 ) 49
( 250 , 556 ) 36
( 251 , 439 ) 3
( 251 , 511 ) 43
( 251 , 370 ) 43
( 251 , 404 ) 28
( 252 , 606 ) 1
( 252 , 643 ) 26
( 252 , 138 ) 14
( 252 , 519 ) 34
( 253 , 45 ) 40
( 253 , 663 ) 3
( 253 , 590 ) 32
( 253 , 354 ) 8
( 254 , 477 ) 50
( 254 , 239 ) 31
( 254 , 511 ) 10
( 254 , 522 ) 5
( 255 , 292 ) 10
( 255 , 169 ) 35
( 255 , 700 ) 37
( 255 , 74 ) 7
( 256 , 437 ) 32
( 256 , 166 ) 48
( 256 , 684 ) 25
( 256 , 706 ) 13
( 257 , 272 ) 49
( 257 , 166 ) 12
( 257 , 474 ) 18
( 257 , 633 ) 36
( 258 , 524 ) 12
( 258 , 471 ) 29
( 258 , 189 ) 2
( 258 , 510 ) 4
( 259 , 46 ) 34
( 259 , 391 ) 3
( 259 , 14 ) 5
( 259 , 317 ) 49
( 260 , 625 ) 36
( 260 , 635 ) 35
( 260 , 615 ) 42
( 260 , 422 ) 49
( 261 , 50 ) 48
( 261 , 14 ) 38
( 261 , 471 ) 48
( 261 , 64 ) 8
( 262 , 41 ) 45
( 262 , 189 ) 36
( 262 , 718 ) 28
( 262 , 660 ) 8
( 263 , 330 ) 39
( 263 , 511 ) 49
( 263 , 545 ) 14
( 263 , 353 ) 14
( 264 , 282 ) 36
( 264 , 495 ) 40
( 264 , 97 ) 25
( 264 , 327 ) 15
( 265 , 136 ) 1
( 265 , 85 ) 40
( 265 , 234 ) 47
( 265 , 76 ) 2
( 266 , 146 ) 7
( 266 , 259 ) 17
( 266 , 723 ) 5
( 266 , 580 ) 45
( 267 , 611 ) 49
( 267 , 258 ) 45
( 267 , 99 ) 31
( 267 , 176 ) 2
( 268 , 235 ) 3
( 268 , 117 ) 35
( 268 , 554 ) 29
( 268 , 323 ) 22
( 269 , 126 ) 43
( 269 , 107 ) 21
( 269 , 22 ) 36
