( 1 , 211 ) 7
( 41 , 47 ) 17
( 42 , 137 ) 10
( 42 , 4 ) 4
( 42 , 29 ) 26
( 43 , 37 ) 6
( 43 , 235 ) 14
( 43 , 187 ) 44
( 44 , 114 ) 3
( 44 , 34 ) 21
( 44 , 110 ) 23
( 45 , 139 ) 6
( 45 , 62 ) 24
( 45 , 11 ) 37
( 46 , 24 ) 2
( 46 , 73 ) 37
( 46 , 98 ) 24
( 47 , 72 ) 12
( 47 , 124 ) 7
( 47 , 167 ) 50
( 48 , 62 ) 48
( 48 , 210 ) 38
( 48 , 158 ) 36
( 49 , 67 ) 22
( 49 , 29 ) 6
( 49 , 94 ) 18
( 50 , 174 ) 21
( 50 , 217 ) 30
( 50 , 73 ) 21
( 51 , 157 ) 18
( 51 , 171 ) 12
( 51 , 64 ) 6
( 52 , 182 ) 25
( 52 , 42 ) 20
( 52 , 16 ) 29
( 53 , 25 ) 6
( 53 , 158 ) 6
( 53 , 219 ) 21
( 54 , 222 ) 30
( 54 , 145 ) 16
( 54 , 2 ) 20
( 55 , 27 ) 19
( 55 , 226 ) 36
( 55 , 183 ) 43
( 56 , 42 ) 50
( 56 , 36 ) 25
( 56 , 7 ) 40
( 57 , 142 ) 41
( 57 , 168 ) 3
( 57 , 99 ) 11
( 58 , 59 ) 37
( 58 , 227 ) 14
( 58 , 222 ) 10
( 59 , 151 ) 35
( 59 , 226 ) 5
( 59 , 112 ) 45
( 60 , 120 ) 3
( 60 , 203 ) 47
( 60 , 11 ) 42
( 61 , 230 ) 19
( 61 , 206 ) 42
( 61 , 141 ) 12
( 62 , 19 ) 10
( 62 , 203 ) 3
( 62 , 34 ) 21
( 63 , 190 ) 4
( 63 , 196 ) 14
( 63 , 189 ) 40
( 64 , 205 ) 15
( 64 , 138 ) 50
( 64 , 207 ) 31
( 65 , 198 ) 32
( 65 , 141 ) 43
( 65 , 183 ) 23
( 66 , 229 ) 2
( 66 , 7 ) 45
( 66 , 61 ) 5
( 67 , 4 ) 47
( 67 , 19 ) 6
( 67 , 217 ) 7
( 68 , 83 ) 5
( 68 , 141 ) 10
( 68 , 9 ) 23
( 69 , 38 ) 47
( 69 , 43 ) 49
( 69 , 158 ) 22
( 70 , 31 ) 25
( 70 , 19 ) 37
( 70 , 13 ) 20
( 71 , 58 ) 11
( 71 , 77 ) 45
( 71 , 155 ) 32
( 72 , 19 ) 14
( 72 , 119 ) 5
( 72 , 186 ) 27
( 73 , 42 ) 41
( 73 , 117 ) 39
( 73 , 143 ) 43
( 74 , 105 ) 3
( 74 , 163 ) 24
( 74 , 143 ) 11
( 75 , 102 ) 42
( 75 , 43 ) 29
( 75 , 13 ) 4
( 76 , 84 ) 24
( 76 , 82 ) 39
( 76 , 77 ) 26
( 77 , 83 ) 27
( 77 , 130 ) 32
( 77 , 225 ) 46
( 78 , 193 ) 12
( 78 , 173 ) 27
( 78 , 129 ) 42
( 79 , 229 ) 31
( 79 , 172 ) 26
( 79 , 206 ) 25
( 80 , 228 ) 2
( 80 , 226 ) 21
( 80 , 45 ) 18
( 81 , 114 ) 33
( 81 , 201 ) 11
( 81 , 142 ) 24
( 82 , 15 ) 44
( 82 , 114 ) 28
( 82 , 145 ) 3
( 83 , 89 ) 15
( 83 , 44 ) 48
( 83 , 115 ) 20
( 84 , 195 ) 3
( 84 , 143 ) 27
( 84 , 192 ) 38
( 85 , 34 ) 28
( 85 , 46 ) 8
( 85 , 182 ) 9
( 86 , 206 ) 7
( 86 , 164 ) 39
( 86 , 122 ) 46
( 87 , 211 ) 37
( 87 , 105 ) 27
( 87 , 144 ) 20
( 88 , 46 ) 2
( 88 , 215 ) 32
( 88 , 243 ) 33
( 89 , 232 ) 20
( 89 , 206 ) 28
( 89 , 123 ) 5
( 90 , 161 ) 50
( 90 , 20 ) 44
( 90 , 18 ) 38
( 91 , 116 ) 24
( 91 , 226 ) 8
( 91 , 135 ) 32
( 92 , 173 ) 22
( 92 , 178 ) 31
( 92 , 165 ) 13
( 93 , 50 ) 11
( 93 , 140 ) 9
( 93 , 17 ) 13
( 94 , 132 ) 7
( 94 , 199 ) 21
( 94 , 136 ) 32
( 95 , 121 ) 35
( 95 , 129 ) 45
( 95 , 236 ) 39
( 96 , 240 ) 33
( 96 , 165 ) 2
( 96 , 99 ) 44
( 97 , 76 ) 48
( 97 , 50 ) 10
( 97 , 223 ) 19
( 98 , 27 ) 23
( 98 , 178 ) 25
( 98 , 233 ) 21
( 99 , 40 ) 17
( 99 , 190 ) 11
( 99 , 64 ) 8
( 100 , 187 ) 44
( 100 , 133 ) 48
( 100 , 65 ) 7
( 101 , 84 ) 49
( 101 , 154 ) 8
( 101 , 65 ) 50
( 102 , 113 ) 50
( 102 , 203 ) 36
( 102 , 180 ) 26
( 103 , 199 ) 45
( 103 , 134 ) 18
( 103 , 87 ) 41
( 104 , 79 ) 45
( 104 , 145 ) 34
( 104 , 30 ) 8
( 105 , 100 ) 21
( 105 , 192 ) 16
( 105 , 75 ) 6
( 106 , 120 ) 13
( 106 , 126 ) 43
( 106 , 240 ) 45
( 107 , 123 ) 50
( 107 , 160 ) 22
( 107 , 43 ) 5
( 108 , 84 ) 48
( 108 , 44 ) 43
( 108 , 180 ) 38
( 109 , 125 ) 7
( 109 , 75 ) 15
( 109 , 150 ) 44
( 110 , 233 ) 9
( 110 , 208 ) 47
( 110 , 215 ) 17
( 111 , 187 ) 11
( 111 , 16 ) 16
( 111 , 174 ) 49
( 112 , 119 ) 16
( 112 , 39 ) 26
( 112 , 111 ) 16
( 113 , 57 ) 45
( 113 , 125 ) 49
( 113 , 98 ) 29
( 114 , 189 ) 2
( 114 , 169 ) 9
( 114 , 79 ) 10
( 115 , 161 ) 44
( 115 , 107 ) 50
( 115 , 214 ) 18
( 116 , 230 ) 8
( 116 , 106 ) 32
( 116 , 45 ) 34
( 117 , 63 ) 10
( 117 , 93 ) 6
( 117 , 122 ) 17
( 118 , 242 ) 4
( 118 , 14 ) 22
( 118 , 94 ) 30
( 119 , 20 ) 26
( 119 , 33 ) 23
( 119 , 214 ) 48
( 120 , 32 ) 23
( 120 , 163 ) 6
( 120 , 225 ) 17
( 121 , 55 ) 10
( 121 , 161 ) 45
( 121 , 111 ) 26
( 122 , 142 ) 10
( 122 , 130 ) 42
( 122 , 94 ) 46
( 123 , 71 ) 7
( 123 , 40 ) 12
( 123 , 59 ) 11
( 124 , 49 ) 2
( 124 , 188 ) 9
( 124 , 46 ) 11
( 125 , 139 ) 2
( 125 , 176 ) 20
( 125 , 23 ) 16
( 126 , 73 ) 36
( 126 , 214 ) 26
( 126 , 15 ) 47
( 127 , 6 ) 21
( 127 , 144 ) 49
( 127 , 171 ) 27
( 128 , 115 ) 45
( 128 , 196 ) 19
( 128 , 55 ) 20
( 129 , 2 ) 6
( 129 , 91 ) 21
( 129 , 189 ) 24
( 130 , 167 ) 1
( 130 , 218 ) 47
( 130 , 144 ) 33
( 131 , 7 ) 31
( 131 , 123 ) 13
( 131 , 143 ) 34
( 132 , 135 ) 7
( 132 , 111 ) 45
( 132 , 16 ) 3
( 133 , 4 ) 38
( 133 , 195 ) 3
( 133 , 162 ) 46
( 134 , 233 ) 12
( 134 , 192 ) 35
( 134 , 63 ) 24
( 135 , 120 ) 35
( 135 , 143 ) 39
( 135 , 14 ) 14
( 136 , 209 ) 21
( 136 , 187 ) 15
( 136 , 132 ) 50
( 137 , 9 ) 26
( 137 , 181 ) 3
( 137 , 194 ) 48
( 138 , 53 ) 49
( 138 , 155 ) 13
( 138 , 74 ) 36
( 139 , 206 ) 3
( 139 , 11 ) 2
( 139 , 198 ) 50
( 140 , 76 ) 22
( 140 , 130 ) 41
( 140 , 15 ) 22
( 141 , 47 ) 3
( 141 , 106 ) 21
( 141 , 65 ) 45
( 142 , 191 ) 25
( 142 , 68 ) 41
( 142 , 6 ) 49
( 143 , 14 ) 34
( 143 , 81 ) 11
( 143 , 161 ) 14
( 144 , 7 ) 38
( 144 , 66 ) 20
( 144 , 94 ) 18
( 145 , 91 ) 36
( 145 , 40 ) 25
( 145 , 243 ) 16
( 146 , 157 ) 33
( 146 , 124 ) 1
( 146 , 44 ) 48
( 147 , 200 ) 27
( 147 , 235 ) 10
( 147 , 208 ) 12
( 148 , 214 ) 30
( 148 , 107 ) 38
( 148 , 182 ) 42
( 149 , 64 ) 4
( 149 , 82 ) 27
( 149 , 150 ) 1
( 150 , 25 ) 14
( 150 , 168 ) 14
( 150 , 59 ) 33
( 151 , 86 ) 16
( 151 , 194 ) 42
( 151 , 204 ) 14
( 152 , 68 ) 27
( 152 , 58 ) 27
( 152 , 179 ) 9
( 153 , 127 ) 19
( 153 , 200 ) 19
( 153 , 27 ) 23
( 154 , 117 ) 3
( 154 , 94 ) 33
( 154 , 132 ) 19
( 155 , 198 ) 34
( 155 , 164 ) 38
( 155 , 15 ) 28
( 156 , 52 ) 13
( 156 , 170 ) 33
( 156 , 152 ) 22
( 157 , 170 ) 36
( 157 , 211 ) 46
( 157 , 162 ) 4
( 158 , 62 ) 1
( 158 , 235 ) 16
( 158 , 223 ) 3
( 159 , 238 ) 33
( 159 , 73 ) 2
( 159 , 88 ) 21
( 160 , 109 ) 44
( 160 , 167 ) 43
( 160 , 230 ) 20
( 161 , 101 ) 24
( 161 , 190 ) 38
( 161 , 123 ) 16
( 162 , 210 ) 30
( 162 , 189 ) 30
( 162 , 173 ) 23
( 163 , 16 ) 2
( 163 , 146 ) 45
( 163 , 232 ) 41
( 164 , 65 ) 29
( 164 , 182 ) 34
( 164 , 82 ) 8
( 165 , 203 ) 39
( 165 , 230 ) 2
( 165 , 176 ) 42
( 166 , 91 ) 11
( 166 , 13 ) 50
( 166 , 180 ) 48
( 167 , 215 ) 48
( 167 , 219 ) 48
( 167 , 32 ) 28
( 168 , 91 ) 49
( 168 , 145 ) 50
( 168 , 89 ) 26
( 169 , 212 ) 20
( 169 , 219 ) 7
( 169 , 229 ) 42
( 170 , 24 ) 19
( 170 , 35 ) 49
( 170 , 26 ) 13
( 171 , 220 ) 45
( 171 , 93 ) 50
( 171 , 13 ) 5
( 172 , 89 ) 39
( 172 , 36 ) 15
( 172 , 84 ) 40
( 173 , 184 ) 50
( 173 , 12 ) 33
( 173 , 221 ) 48
( 174 , 49 ) 8
( 174 , 119 ) 12
( 174 , 194 ) 23
( 175 , 30 ) 30
( 175 , 35 ) 12
( 175 , 226 ) 10
( 176 , 99 ) 20
( 176 , 174 ) 37
( 176 , 2 ) 43
( 177 , 102 ) 15
( 177 , 45 ) 39
( 177 , 63 ) 7
( 178 , 175 ) 28
( 178 , 139 ) 49
( 178 , 177 ) 39
( 179 , 41 ) 32
( 179 , 238 ) 1
( 179 , 85 ) 16
( 180 , 104 ) 30
( 180 , 88 ) 5
( 180 , 62 ) 4
( 181 , 93 ) 8
( 181 , 84 ) 48
( 181 , 241 ) 37
( 182 , 232 ) 1
( 182 , 94 ) 18
( 182 , 184 ) 2
( 183 , 132 ) 50
( 183 , 15 ) 10
( 183 , 140 ) 4
( 184 , 46 ) 30
( 184 , 10 ) 41
( 184 , 189 ) 8
( 185 , 224 ) 36
( 185 , 10 ) 1
( 185 , 53 ) 45
( 186 , 139 ) 46
( 186 , 76 ) 41
( 186 , 127 ) 28
( 187 , 223 ) 39
( 187 , 202 ) 39
( 187 , 198 ) 11
( 188 , 215 ) 27
( 188 , 198 ) 5
( 188 , 150 ) 2
( 189 , 166 ) 41
( 189 , 168 ) 29
( 189 , 129 ) 35
( 190 , 218 ) 12
( 190 , 146 ) 6
( 190 , 130 ) 44
( 191 , 224 ) 14
( 191 , 74 ) 28
( 191 , 108 ) 34
( 192 , 116 ) 40
( 192 , 155 ) 1
( 192 , 113 ) 37
( 193 , 153 ) 37
( 193 , 171 ) 27
( 193 , 134 ) 39
( 194 , 171 ) 10
( 194 , 145 ) 10
( 194 , 71 ) 4
( 195 , 39 ) 42
( 195 , 242 ) 22
( 195 , 41 ) 2
( 196 , 144 ) 40
( 196 , 9 ) 12
( 196 , 212 ) 8
( 197 , 219 ) 27
( 197 , 188 ) 8
( 197 , 46 ) 38
( 198 , 50 ) 4
( 198 , 206 ) 2
( 198 , 107 ) 38
( 199 , 138 ) 4
( 199 , 205 ) 34
( 199 , 20 ) 45
( 200 , 33 ) 36
( 200 , 23 ) 11
( 200 , 195 ) 26
( 201 , 173 ) 33
( 201 , 129 ) 20
( 201 , 83 ) 10
( 202 , 14 ) 2
( 202 , 26 ) 15
( 202 , 92 ) 1
( 203 , 101 ) 18
( 203 , 112 ) 6
( 203 , 137 ) 24
( 204 , 160 ) 30
( 204 , 216 ) 6
( 204 , 190 ) 24
( 205 , 37 ) 50
( 205 , 135 ) 30
( 205 , 206 ) 12
( 206 , 99 ) 8
( 206 , 210 ) 48
( 206 , 150 ) 38
( 207 , 173 ) 49
( 207 , 172 ) 34
( 207 , 46 ) 12
( 208 , 145 ) 16
( 208 , 161 ) 9
( 208 , 169 ) 10
( 209 , 80 ) 8
( 209 , 211 ) 47
( 209 , 83 ) 19
( 210 , 188 ) 38
( 210 , 67 ) 34
( 210 , 162 ) 40
( 211 , 72 ) 15
( 211 , 196 ) 14
( 211 , 214 ) 29
( 212 , 145 ) 28
( 212 , 187 ) 20
( 212 , 10 ) 14
( 213 , 141 ) 2
( 213 , 163 ) 27
( 213 , 116 ) 18
( 214 , 182 ) 23
( 214 , 23 ) 18
( 214 , 52 ) 48
( 215 , 62 ) 38
( 215 , 204 ) 10
( 215 , 112 ) 6
( 216 , 204 ) 29
( 216 , 196 ) 11
( 216 , 126 ) 12
( 217 , 20 ) 14
( 217 , 3 ) 23
( 217 , 23 ) 5
( 218 , 81 ) 23
( 218 , 61 ) 24
( 218 , 79 ) 3
( 219 , 12 ) 23
( 219 , 162 ) 31
( 219 , 212 ) 48
( 220 , 189 ) 15
( 220 , 2 ) 11
( 220 , 162 ) 6
( 221 , 81 ) 30
( 221 , 114 ) 24
( 221 , 135 ) 12
( 222 , 69 ) 6
( 222 , 215 ) 25
( 222 , 47 ) 26
( 223 , 149 ) 34
( 223 , 55 ) 40
( 223 , 156 ) 18
( 224 , 57 ) 27
( 224 , 57 ) 34
( 224 , 174 ) 17
( 225 , 76 ) 48
( 225 , 32 ) 28
( 225 , 19 ) 4
( 226 , 169 ) 35
( 226 , 74 ) 26
( 226 , 47 ) 43
( 227 , 149 ) 15
( 227 , 178 ) 26
( 227 , 113 ) 4
( 228 , 25 ) 26
( 228 , 112 ) 29
( 228 , 138 ) 6
( 229 , 139 ) 26
( 229 , 135 ) 6
( 229 , 190 ) 36
( 230 , 91 ) 40
( 230 , 68 ) 37
( 230 , 120 ) 30
( 231 , 207 ) 8
( 231 , 10 ) 36
( 231 , 75 ) 44
( 232 , 35 ) 2
( 232 , 2 ) 38
( 232 , 46 ) 42
( 233 , 19 ) 48
( 233 , 84 ) 50
( 233 , 213 ) 44
( 234 , 33 ) 37
( 234 , 120 ) 45
( 234 , 130 ) 28
( 235 , 132 ) 13
( 235 , 43 ) 2
( 235 , 67 ) 38
( 236 , 2 ) 24
( 236 , 86 ) 27
( 236 , 142 ) 38
( 237 , 183 ) 25
( 237 , 226 ) 44
( 237 , 235 ) 35
( 238 , 4 ) 24
( 238 , 17 ) 40
( 238 , 78 ) 42
( 239 , 202 ) 22
( 239 , 124 ) 31
( 239 , 57 ) 26
( 240 , 147 ) 43
( 240 , 138 ) 38
( 240 , 82 ) 6
( 241 , 79 ) 11
( 241 , 113 ) 4
( 241 , 68 ) 22
( 242 , 2 ) 21
( 242 , 104 ) 14
( 242 , 138 ) 40
( 243 , 53 ) 13
( 243 , 87 ) 3
( 243 , 133 ) 14
