( 1 , 342 ) 14
( 71 , 652 ) 36
( 71 , 155 ) 32
( 71 , 125 ) 23
( 72 , 340 ) 22
( 72 , 38 ) 12
( 72 , 567 ) 46
( 73 , 526 ) 15
( 73 , 176 ) 46
( 73 , 314 ) 3
( 74 , 166 ) 43
( 74 , 463 ) 50
( 74 , 704 ) 30
( 75 , 377 ) 50
( 75 , 134 ) 17
( 75 , 333 ) 30
( 76 , 354 ) 18
( 76 , 375 ) 47
( 76 , 630 ) 18
( 77 , 454 ) 38
( 77 , 280 ) 6
( 77 , 210 ) 30
( 78 , 370 ) 33
( 78 , 166 ) 43
( 78 , 79 ) 28
( 79 , 648 ) 22
( 79 , 676 ) 10
( 79 , 284 ) 37
( 80 , 585 ) 4
( 80 , 644 ) 25
( 80 , 356 ) 39
( 81 , 184 ) 24
( 81 , 302 ) 41
( 81 , 118 ) 32
( 82 , 507 ) 1
( 82 , 545 ) 40
( 82 , 524 ) 5
( 83 , 335 ) 23
( 83 , 326 ) 5
( 83 , 605 ) 20
( 84 , 705 ) 39
( 84 , 255 ) 34
( 84 , 17 ) 22
( 85 , 234 ) 25
( 85 , 684 ) 2
( 85 , 3 ) 43
( 86 , 307 ) 1
( 86 , 393 ) 40
( 86 , 608 ) 19
( 87 , 416 ) 20
( 87 , 460 ) 3
( 87 , 351 ) 20
( 88 , 597 ) 40
( 88 , 165 ) 5
( 88 , 229 ) 42
( 89 , 279 ) 44
( 89 , 576 ) 11
( 89 , 393 ) 43
( 90 , 75 ) 37
( 90 , 397 ) 31
( 90 , 304 ) 18
( 91 , 660 ) 5
( 91 , 643 ) 34
( 91 , 639 ) 21
( 92 , 179 ) 31
( 92 , 260 ) 18
( 92 , 16 ) 50
( 93 , 11 ) 23
( 93 , 456 ) 47
( 93 , 714 ) 14
( 94 , 683 ) 38
( 94 , 145 ) 10
( 94 , 328 ) 17
( 95 , 7 ) 44
( 95 , 16 ) 30
( 95 , 385 ) 33
( 96 , 127 ) 34
( 96 , 431 ) 4
( 96 , 499 ) 1
( 97 , 166 ) 25
( 97 , 537 ) 7
( 97 , 80 ) 42
( 98 , 56 ) 22
( 98 , 32 ) 46
( 98 , 634 ) 17
( 99 , 135 ) 48
( 99 , 305 ) 13
( 99 , 614 ) 39
( 100 , 299 ) 49
( 100 , 177 ) 10
( 100 , 438 ) 18
( 101 , 67 ) 23
( 101 , 503 ) 47
( 101 , 580 ) 28
( 102 , 10 ) 39
( 102 , 662 ) 21
( 102 , 68 ) 15
( 103 , 113 ) 25
( 103 , 277 ) 17
( 103 , 522 ) 39
( 104 , 603 ) 28
( 104 , 32 ) 21
( 104 , 635 ) 18
( 105 , 315 ) 13
( 105 , 490 ) 33
( 105 , 475 ) 27
( 106 , 714 ) 17
( 106 , 449 ) 37
( 106 , 26 ) 30
( 107 , 243 ) 31
( 107 , 85 ) 20
( 107 , 541 ) 40
( 108 , 502 ) 11
( 108 , 687 ) 38
( 108 , 458 ) 18
( 109 , 357 ) 7
( 109 , 340 ) 42
( 109 , 646 ) 38
( 110 , 460 ) 10
( 110 , 360 ) 43
( 110 , 60 ) 36
( 111 , 423 ) 25
( 111 , 302 ) 47
( 111 , 569 ) 38
( 112 , 16 ) 8
( 112 , 654 ) 23
( 112 , 263 ) 33
( 113 , 624 ) 38
( 113 , 503 ) 2
( 113 , 516 ) 33
( 114 , 390 ) 50
( 114 , 161 ) 41
( 114 , 287 ) 44
( 115 , 523 ) 50
( 115 , 144 ) 36
( 115 , 588 ) 34
( 116 , 23 ) 7
( 116 , 146 ) 30
( 116 , 204 ) 13
( 117 , 491 ) 18
( 117 , 115 ) 37
( 117 , 699 ) 11
( 118 , 241 ) 28
( 118 , 642 ) 4
( 118 , 590 ) 31
( 119 , 445 ) 11
( 119 , 134 ) 19
( 119 , 238 ) 15
( 120 , 666 ) 20
( 120 , 421 ) 36
( 120 , 137 ) 4
( 121 , 514 ) 38
( 121 , 437 ) 50
( 121 , 446 ) 42
( 122 , 120 ) 27
( 122 , 609 ) 29
( 122 , 355 ) 49
( 123 , 54 ) 29
( 123 , 531 ) 15
( 123 , 548 ) 35
( 124 , 289 ) 14
( 124 , 541 ) 10
( 124 , 490 ) 3
( 125 , 308 ) 45
( 125 , 705 ) 26
( 125 , 317 ) 38
( 126 , 319 ) 32
( 126 , 603 ) 32
( 126 , 334 ) 25
( 127 , 618 ) 27
( 127 , 568 ) 33
( 127 , 82 ) 5
( 128 , 622 ) 12
( 128 , 382 ) 41
( 128 , 343 ) 29
( 129 , 665 ) 39
( 129 , 398 ) 1
( 129 , 55 ) 3
( 130 , 233 ) 33
( 130 , 499 ) 30
( 130 , 104 ) 5
( 131 , 62 ) 7
( 131 , 655 ) 8
( 131 , 266 ) 41
( 132 , 17 ) 22
( 132 , 633 ) 29
( 132 , 726 ) 32
( 133 , 661 ) 37
( 133 , 426 ) 10
( 133 , 526 ) 38
( 134 , 434 ) 26
( 134 , 115 ) 20
( 134 , 725 ) 43
( 135 , 336 ) 19
( 135 , 370 ) 11
( 135 , 466 ) 5
( 136 , 486 ) 4
( 136 , 186 ) 39
( 136 , 466 ) 2
( 137 , 598 ) 15
( 137 , 257 ) 22
( 137 , 376 ) 48
( 138 , 553 ) 42
( 138 , 672 ) 47
( 138 , 552 ) 33
( 139 , 516 ) 7
( 139 , 184 ) 30
( 139 , 464 ) 29
( 140 , 51 ) 50
( 140 , 494 ) 36
( 140 , 648 ) 7
( 141 , 124 ) 42
( 141 , 298 ) 22
( 141 , 403 ) 28
( 142 , 690 ) 23
( 142 , 723 ) 50
( 142 , 106 ) 11
( 143 , 335 ) 4
( 143 , 274 ) 2
( 143 , 195 ) 33
( 144 , 137 ) 5
( 144 , 515 ) 44
( 144 , 557 ) 33
( 145 , 41 ) 25
( 145 , 578 ) 30
( 145 , 356 ) 9
( 146 , 167 ) 44
( 146 , 521 ) 20
( 146 , 23 ) 43
( 147 , 449 ) 10
( 147 , 200 ) 33
( 147 , 210 ) 39
( 148 , 468 ) 5
( 148 , 328 ) 5
( 148 , 55 ) 4
( 149 , 410 ) 7
( 149 , 171 ) 40
( 149 , 449 ) 26
( 150 , 523 ) 16
( 150 , 273 ) 47
( 150 , 602 ) 46
( 151 , 315 ) 2
( 151 , 265 ) 16
( 151 , 667 ) 48
( 152 , 504 ) 5
( 152 , 589 ) 32
( 152 , 141 ) 16
( 153 , 309 ) 33
( 153 , 21 ) 11
( 153 , 668 ) 5
( 154 , 292 ) 26
( 154 , 489 ) 24
( 154 , 654 ) 2
( 155 , 268 ) 21
( 155 , 521 ) 12
( 155 , 5 ) 27
( 156 , 419 ) 48
( 156 , 19 ) 28
( 156 , 362 ) 2
( 157 , 706 ) 11
( 157 , 170 ) 36
( 157 , 421 ) 4
( 158 , 286 ) 20
( 158 , 336 ) 31
( 158 , 568 ) 23
( 159 , 342 ) 38
( 159 , 45 ) 49
( 159 , 708 ) 1
( 160 , 670 ) 12
( 160 , 601 ) 14
( 160 , 423 ) 7
( 161 , 600 ) 12
( 161 , 683 ) 20
( 161 , 528 ) 42
( 162 , 545 ) 20
( 162 , 310 ) 23
( 162 , 180 ) 30
( 163 , 72 ) 30
( 163 , 601 ) 36
( 163 , 19 ) 39
( 164 , 266 ) 18
( 164 , 253 ) 33
( 164 , 538 ) 43
( 165 , 212 ) 49
( 165 , 463 ) 21
( 165 , 493 ) 46
( 166 , 183 ) 9
( 166 , 33 ) 39
( 166 , 474 ) 37
( 167 , 622 ) 9
( 167 , 439 ) 38
( 167 , 176 ) 26
( 168 , 666 ) 50
( 168 , 419 ) 9
( 168 , 374 ) 3
( 169 , 30 ) 45
( 169 , 505 ) 14
( 169 , 670 ) 29
( 170 , 346 ) 27
( 170 , 519 ) 8
( 170 , 90 ) 38
( 171 , 395 ) 39
( 171 , 681 ) 26
( 171 , 257 ) 28
( 172 , 690 ) 39
( 172 , 417 ) 25
( 172 , 338 ) 13
( 173 , 606 ) 9
( 173 , 5 ) 32
( 173 , 106 ) 18
( 174 , 510 ) 17
( 174 , 576 ) 17
( 174 , 267 ) 45
( 175 , 207 ) 25
( 175 , 317 ) 27
( 175 , 601 ) 28
( 176 , 694 ) 9
( 176 , 709 ) 10
( 176 , 621 ) 5
( 177 , 532 ) 6
( 177 , 584 ) 22
( 177 , 50 ) 48
( 178 , 114 ) 37
( 178 , 698 ) 19
( 178 , 66 ) 14
( 179 , 526 ) 29
( 179 , 501 ) 24
( 179 , 78 ) 27
( 180 , 534 ) 14
( 180 , 415 ) 19
( 180 , 544 ) 1
( 181 , 490 ) 24
( 181 , 353 ) 14
( 181 , 252 ) 36
( 182 , 361 ) 9
( 182 , 482 ) 47
( 182 , 603 ) 1
( 183 , 226 ) 46
( 183 , 377 ) 24
( 183 , 576 ) 1
( 184 , 236 ) 36
( 184 , 145 ) 27
( 184 , 2 ) 42
( 185 , 59 ) 15
( 185 , 529 ) 33
( 185 , 572 ) 49
( 186 , 6 ) 50
( 186 , 401 ) 19
( 186 , 563 ) 20
( 187 , 53 ) 21
( 187 , 270 ) 26
( 187 , 32 ) 22
( 188 , 245 ) 9
( 188 , 254 ) 29
( 188 , 327 ) 19
( 189 , 660 ) 25
( 189 , 333 ) 25
( 189 , 292 ) 21
( 190 , 245 ) 24
( 190 , 262 ) 15
( 190 , 639 ) 11
( 191 , 559 ) 2
( 191 , 499 ) 20
( 191 , 228 ) 15
( 192 , 264 ) 30
( 192 , 286 ) 36
( 192 , 222 ) 44
( 193 , 88 ) 10
( 193 , 128 ) 20
( 193 , 6 ) 41
( 194 , 166 ) 10
( 194 , 205 ) 7
( 194 , 714 ) 45
( 195 , 23 ) 19
( 195 , 398 ) 12
( 195 , 613 ) 1
( 196 , 406 ) 30
( 196 , 279 ) 25
( 196 , 441 ) 19
( 197 , 121 ) 11
( 197 , 433 ) 21
( 197 , 307 ) 40
( 198 , 136 ) 5
( 198 , 399 ) 1
( 198 , 28 ) 6
( 199 , 689 ) 17
( 199 , 104 ) 35
( 199 , 295 ) 11
( 200 , 57 ) 30
( 200 , 528 ) 38
( 200 , 405 ) 12
( 201 , 677 ) 33
( 201 , 421 ) 6
( 201 , 241 ) 43
( 202 , 414 ) 33
( 202 , 490 ) 46
( 202 , 288 ) 15
( 203 , 188 ) 41
( 203 , 56 ) 19
( 203 , 312 ) 31
( 204 , 81 ) 30
( 204 , 692 ) 20
( 204 , 511 ) 17
( 205 , 10 ) 5
( 205 , 350 ) 14
( 205 , 650 ) 40
( 206 , 409 ) 41
( 206 , 316 ) 42
( 206 , 399 ) 28
( 207 , 172 ) 22
( 207 , 541 ) 5
( 207 , 654 ) 24
( 208 , 285 ) 28
( 208 , 643 ) 24
( 208 , 148 ) 35
( 209 , 200 ) 19
( 209 , 196 ) 38
( 209 , 391 ) 9
( 210 , 346 ) 36
( 210 , 256 ) 11
( 210 , 439 ) 7
( 211 , 56 ) 50
( 211 , 598 ) 46
( 211 , 340 ) 7
( 212 , 520 ) 36
( 212 , 405 ) 48
( 212 , 224 ) 34
( 213 , 155 ) 46
( 213 , 615 ) 26
( 213 , 110 ) 19
( 214 , 697 ) 4
( 214 , 658 ) 20
( 214 , 22 ) 14
( 215 , 147 ) 20
( 215 , 225 ) 21
( 215 , 12 ) 23
( 216 , 404 ) 18
( 216 , 403 ) 3
( 216 , 628 ) 31
( 217 , 546 ) 19
( 217 , 667 ) 40
( 217 , 602 ) 27
( 218 , 412 ) 50
( 218 , 324 ) 17
( 218 , 520 ) 27
( 219 , 583 ) 33
( 219 , 618 ) 12
( 219 , 536 ) 23
( 220 , 516 ) 44
( 220 , 234 ) 19
( 220 , 80 ) 26
( 221 , 82 ) 29
( 221 , 67 ) 40
( 221 , 417 ) 47
( 222 , 166 ) 18
( 222 , 147 ) 44
( 222 , 536 ) 37
( 223 , 228 ) 47
( 223 , 96 ) 23
( 223 , 636 ) 11
( 224 , 362 ) 23
( 224 , 436 ) 19
( 224 , 406 ) 3
( 225 , 288 ) 43
( 225 , 113 ) 19
( 225 , 111 ) 17
( 226 , 4 ) 1
( 226 , 690 ) 17
( 226 , 481 ) 24
( 227 , 156 ) 39
( 227 , 496 ) 32
( 227 , 186 ) 30
( 228 , 217 ) 29
( 228 , 191 ) 40
( 228 , 469 ) 9
( 229 , 22 ) 27
( 229 , 354 ) 36
( 229 , 67 ) 7
( 230 , 676 ) 16
( 230 , 702 ) 42
( 230 , 595 ) 48
( 231 , 676 ) 49
( 231 , 209 ) 39
( 231 , 314 ) 14
( 232 , 141 ) 22
( 232 , 469 ) 49
( 232 , 145 ) 19
( 233 , 538 ) 18
( 233 , 379 ) 48
( 233 , 618 ) 2
( 234 , 692 ) 49
( 234 , 82 ) 8
( 234 , 374 ) 14
( 235 , 588 ) 8
( 235 , 15 ) 19
( 235 , 54 ) 38
( 236 , 641 ) 27
( 236 , 558 ) 32
( 236 , 229 ) 32
( 237 , 608 ) 49
( 237 , 419 ) 24
( 237 , 509 ) 10
( 238 , 605 ) 43
( 238 , 612 ) 11
( 238 , 627 ) 3
( 239 , 54 ) 49
( 239 , 15 ) 4
( 239 , 297 ) 26
( 240 , 149 ) 5
( 240 , 108 ) 6
( 240 , 669 ) 44
( 241 , 414 ) 36
( 241 , 164 ) 8
( 241 , 443 ) 11
( 242 , 485 ) 43
( 242 , 530 ) 37
( 242 , 53 ) 35
( 243 , 220 ) 29
( 243 , 571 ) 8
( 243 , 184 ) 38
( 244 , 380 ) 35
( 244 , 714 ) 3
( 244 , 31 ) 24
( 245 , 671 ) 49
( 245 , 496 ) 28
( 245 , 294 ) 38
( 246 , 11 ) 26
( 246 , 575 ) 27
( 246 , 238 ) 23
( 247 , 313 ) 8
( 247 , 100 ) 24
( 247 , 209 ) 44
( 248 , 514 ) 37
( 248 , 111 ) 13
( 248 , 358 ) 49
( 249 , 671 ) 25
( 249 , 251 ) 8
( 249 , 272 ) 23
( 250 , 232 ) 27
( 250 , 584 ) 20
( 250 , 618 ) 18
( 251 , 574 ) 7
( 251 , 492 ) 39
( 251 , 353 ) 36
( 252 , 252 ) 13
( 252 , 26 ) 21
( 252 , 355 ) 9
( 253 , 652 ) 46
( 253 , 164 ) 10
( 253 , 24 ) 24
( 254 , 366 ) 25
( 254 , 253 ) 45
( 254 , 521 ) 20
( 255 , 39 ) 32
( 255 , 195 ) 49
( 255 , 553 ) 48
( 256 , 153 ) 4
( 256 , 324 ) 23
( 256 , 459 ) 24
( 257 , 589 ) 27
( 257 , 66 ) 38
( 257 , 117 ) 15
( 258 , 654 ) 21
( 258 , 317 ) 48
( 258 , 679 ) 21
( 259 , 329 ) 8
( 259 , 385 ) 30
( 259 , 282 ) 25
( 260 , 592 ) 7
( 260 , 467 ) 31
( 260 , 422 ) 47
( 261 , 625 ) 50
( 261 , 701 ) 44
( 261 , 292 ) 1
( 262 , 457 ) 47
( 262 , 197 ) 18
( 262 , 700 ) 6
( 263 , 303 ) 11
( 263 , 338 ) 4
( 263 , 109 ) 13
( 264 , 594 ) 42
( 264 , 655 ) 39
( 264 , 294 ) 30
( 265 , 183 ) 11
( 265 , 331 ) 39
( 265 , 612 ) 48
( 266 , 697 ) 35
( 266 , 449 ) 36
( 266 , 648 ) 38
( 267 , 444 ) 2
( 267 , 424 ) 38
( 267 , 642 ) 45
( 268 , 68 ) 2
( 268 , 215 ) 11
( 268 , 437 ) 2
( 269 , 608 ) 2
( 269 , 407 ) 46
( 269 , 542 ) 29
( 270 , 127 ) 23
( 270 , 478 ) 24
( 270 , 3 ) 8
( 271 , 61 ) 41
( 271 , 271 ) 41
( 271 , 623 ) 34
( 272 , 343 ) 33
( 272 , 660 ) 47
( 272 , 457 ) 48
( 273 , 8 ) 28
( 273 , 238 ) 26
( 273 , 271 ) 12
( 274 , 571 ) 30
( 274 , 319 ) 19
( 274 , 319 ) 29
( 275 , 244 ) 42
( 275 , 699 ) 14
( 275 , 451 ) 14
( 276 , 485 ) 10
( 276 , 536 ) 45
( 276 , 667 ) 50
( 277 , 694 ) 12
( 277 , 641 ) 2
( 277 , 39 ) 20
( 278 , 701 ) 35
( 278 , 276 ) 15
( 278 , 24 ) 33
( 279 , 655 ) 20
( 279 , 522 ) 42
( 279 , 413 ) 32
( 280 , 341 ) 3
( 280 , 621 ) 20
( 280 , 102 ) 43
( 281 , 449 ) 5
( 281 , 62 ) 26
( 281 , 62 ) 23
( 282 , 614 ) 13
( 282 , 395 ) 32
( 282 , 638 ) 20
( 283 , 470 ) 35
( 283 , 40 ) 39
( 283 , 157 ) 47
( 284 , 203 ) 46
( 284 , 114 ) 40
( 284 , 117 ) 24
( 285 , 57 ) 3
( 285 , 190 ) 17
( 285 , 293 ) 43
( 286 , 159 ) 18
( 286 , 420 ) 8
( 286 , 585 ) 39
( 287 , 333 ) 1
( 287 , 385 ) 38
( 287 , 553 ) 38
( 288 , 668 ) 11
( 288 , 221 ) 15
( 288 , 319 ) 21
( 289 , 728 ) 9
( 289 , 602 ) 30
( 289 , 225 ) 33
( 290 , 109 ) 1
( 290 , 209 ) 34
( 290 , 47 ) 43
( 291 , 710 ) 43
( 291 , 553 ) 22
( 291 , 534 ) 21
( 292 , 544 ) 4
( 292 , 622 ) 14
( 292 , 409 ) 19
( 293 , 68 ) 32
( 293 , 108 ) 21
( 293 , 352 ) 43
( 294 , 592 ) 31
( 294 , 632 ) 34
( 294 , 55 ) 27
( 295 , 326 ) 9
( 295 , 569 ) 37
( 295 , 665 ) 45
( 296 , 639 ) 37
( 296 , 391 ) 43
( 296 , 474 ) 19
( 297 , 566 ) 4
( 297 , 540 ) 45
( 297 , 295 ) 43
( 298 , 438 ) 17
( 298 , 323 ) 28
( 298 , 228 ) 36
( 299 , 450 ) 1
( 299 , 72 ) 1
( 299 , 82 ) 30
( 300 , 89 ) 5
( 300 , 358 ) 37
( 300 , 272 ) 41
( 301 , 57 ) 32
( 301 , 130 ) 24
( 301 , 682 ) 30
( 302 , 578 ) 44
( 302 , 619 ) 49
( 302 , 110 ) 37
( 303 , 671 ) 32
( 303 , 379 ) 32
( 303 , 152 ) 4
( 304 , 613 ) 22
( 304 , 631 ) 12
( 304 , 241 ) 20
( 305 , 384 ) 20
( 305 , 438 ) 22
( 305 , 287 ) 18
( 306 , 263 ) 19
( 306 , 228 ) 17
( 306 , 257 ) 1
( 307 , 618 ) 14
( 307 , 260 ) 38
( 307 , 290 ) 41
( 308 , 716 ) 46
( 308 , 214 ) 16
( 308 , 302 ) 50
( 309 , 34 ) 14
( 309 , 551 ) 5
( 309 , 344 ) 13
( 310 , 483 ) 11
( 310 , 265 ) 16
( 310 , 649 ) 12
( 311 , 644 ) 9
( 311 , 286 ) 5
( 311 , 361 ) 36
( 312 , 121 ) 35
( 312 , 642 ) 8
( 312 , 385 ) 28
( 313 , 275 ) 9
( 313 , 684 ) 36
( 313 , 214 ) 30
( 314 , 284 ) 43
( 314 , 120 ) 6
( 314 , 637 ) 41
( 315 , 444 ) 18
( 315 , 337 ) 18
( 315 , 203 ) 31
( 316 , 45 ) 23
( 316 , 527 ) 16
( 316 , 99 ) 8
( 317 , 50 ) 18
( 317 , 206 ) 42
( 317 , 527 ) 45
( 318 , 553 ) 38
( 318 , 69 ) 11
( 318 , 297 ) 12
( 319 , 417 ) 14
( 319 , 602 ) 18
( 319 , 21 ) 42
( 320 , 368 ) 26
( 320 , 91 ) 36
( 320 , 197 ) 21
( 321 , 131 ) 18
( 321 , 530 ) 15
( 321 , 365 ) 3
( 322 , 421 ) 4
( 322 , 489 ) 40
( 322 , 661 ) 28
( 323 , 501 ) 25
( 323 , 489 ) 2
( 323 , 190 ) 34
( 324 , 273 ) 30
( 324 , 443 ) 43
( 324 , 157 ) 39
( 325 , 481 ) 9
( 325 , 509 ) 10
( 325 , 38 ) 4
( 326 , 465 ) 22
( 326 , 423 ) 13
( 326 , 213 ) 21
( 327 , 464 ) 33
( 327 , 561 ) 22
( 327 , 401 ) 19
( 328 , 645 ) 21
( 328 , 125 ) 7
( 328 , 694 ) 24
( 329 , 32 ) 5
( 329 , 339 ) 48
( 329 , 663 ) 48
( 330 , 160 ) 20
( 330 , 240 ) 10
( 330 , 181 ) 28
( 331 , 111 ) 36
( 331 , 356 ) 5
( 331 , 184 ) 9
( 332 , 513 ) 10
( 332 , 459 ) 43
( 332 , 680 ) 30
( 333 , 152 ) 37
( 333 , 551 ) 11
( 333 , 365 ) 27
( 334 , 371 ) 22
( 334 , 666 ) 20
( 334 , 727 ) 30
( 335 , 633 ) 41
( 335 , 411 ) 28
( 335 , 633 ) 19
( 336 , 320 ) 49
( 336 , 121 ) 26
( 336 , 517 ) 42
( 337 , 378 ) 46
( 337 , 439 ) 6
( 337 , 591 ) 1
( 338 , 329 ) 46
( 338 , 439 ) 36
( 338 , 511 ) 1
( 339 , 569 ) 20
( 339 , 300 ) 22
( 339 , 618 ) 32
( 340 , 25 ) 23
( 340 , 548 ) 29
( 340 , 254 ) 18
( 341 , 336 ) 15
( 341 , 180 ) 50
( 341 , 519 ) 45
( 342 , 370 ) 47
( 342 , 661 ) 7
( 342 , 231 ) 49
( 343 , 246 ) 20
( 343 , 642 ) 27
( 343 , 140 ) 19
( 344 , 396 ) 5
( 344 , 107 ) 45
( 344 , 621 ) 18
( 345 , 128 ) 37
( 345 , 54 ) 46
( 345 , 517 ) 10
( 346 , 425 ) 16
( 346 , 432 ) 27
( 346 , 324 ) 41
( 347 , 212 ) 28
( 347 , 77 ) 44
( 347 , 438 ) 23
( 348 , 564 ) 2
( 348 , 327 ) 37
( 348 , 688 ) 33
( 349 , 469 ) 37
( 349 , 582 ) 47
( 349 , 373 ) 6
( 350 , 134 ) 6
( 350 , 536 ) 46
( 350 , 376 ) 5
( 351 , 597 ) 17
( 351 , 436 ) 30
( 351 , 224 ) 21
( 352 , 211 ) 20
( 352 , 278 ) 34
( 352 , 725 ) 19
( 353 , 683 ) 18
( 353 , 427 ) 29
( 353 , 45 ) 6
( 354 , 311 ) 24
( 354 , 129 ) 49
( 354 , 455 ) 49
( 355 , 599 ) 6
( 355 , 644 ) 6
( 355 , 411 ) 32
( 356 , 214 ) 8
( 356 , 101 ) 3
( 356 , 577 ) 25
( 357 , 4 ) 20
( 357 , 574 ) 4
( 357 , 214 ) 36
( 358 , 496 ) 22
( 358 , 628 ) 9
( 358 , 84 ) 50
( 359 , 127 ) 4
